N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD, LATITUD
02-2014-1017,L'EIXAMPLE,la Dreta de l'Eixample,PG,GRACIA,1,51,,,,,,,1,1A,2.16417797,41.39233147
01-2014-0249,CIUTAT VELLA,el Barri Gòtic,C,PORTAFERRISSA,1,27,,,,,,,4,,2.17398202,41.38404053
01-2014-0250,CIUTAT VELLA,el Barri Gòtic,C,PORTAFERRISSA,1,27,,,,,,,3,,2.17398202,41.38404053
05-2014-0062,SARRIA-SANT GERVASI,el Putxet i el Farró,C,SANT MAGI,1,7,,,,,,,BJ,,2.14872828,41.40476327
02-2014-0213,L'EIXAMPLE,la Dreta de l'Eixample,C,TRAFALGAR,1,9,,,,,,,PR,1,2.17460717,41.38905893
09-2014-0304,SANT ANDREU,Sant Andreu,C,IGNASI IGLESIAS,2,110,,,,,,,2,3,2.18567951,41.43393546
06-2014-0281,GRACIA,la Vila de Gràcia,C,JOSEP TORRES,2,26,,,,,,,4,2,2.16207865,41.40112223
05-2014-0197,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,TUSET,1,13,,,,,,,SA,EX,2.15170319,41.39598525
02-2014-1149,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ARIBAU,2,106,,,,,,,3,1,2.15687870,41.39038832
03-2014-0767,SANTS-MONTJUÏC,Sants,C,ANTONI DE CAPMANY,1,81,,83,,,,B,EN,3,2.13437652,41.37463628
06-2014-0723,GRACIA,Vallcarca i els Penitents,C,SANT EUDALD,2,4,,,,,,,1,,2.14513915,41.41350597
06-2014-0725,GRACIA,Vallcarca i els Penitents,C,SANT EUDALD,2,4,,,,,,,2,,2.14513915,41.41350597
02-2014-0275,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,MUNTANER,2,118,,,,,,,2,1,2.15589114,41.38942426
10-2014-0151,SANT MARTI,el Poblenou,PTGE,MAS DE RODA,2,26,,,,,,B,1,6,2.20050421,41.39709544
02-2014-1433,L'EIXAMPLE,la Dreta de l'Eixample,C,AUSIAS MARC,2,24,,,,,,,3,2,2.17542704,41.39106570
02-2014-1435,L'EIXAMPLE,la Sagrada Família,C,PROVENÇA,1,529,,,,,,,PR,4,2.17922402,41.40814512
02-2014-1441,L'EIXAMPLE,la Sagrada Família,C,PROVENÇA,1,529,,,,,,,PR,3,2.17922402,41.40814512
02-2014-1442,L'EIXAMPLE,la Sagrada Família,C,PROVENÇA,1,529,,,,,,,PR,1,2.17922402,41.40814512
02-2014-1478,L'EIXAMPLE,la Dreta de l'Eixample,C,ROGER DE FLOR,2,222,B,,,,,,2,1,2.17056164,41.40051841
02-2014-1491,L'EIXAMPLE,la Sagrada Família,C,CARTAGENA,1,271,,,,,,,1,1,2.17690634,41.40907307
10-2014-0416,SANT MARTI,el Poblenou,C,PALLARS,2,322,,324,,,,,BJ,3,2.20469512,41.40622834
10-2014-0418,SANT MARTI,el Poblenou,RBLA,POBLENOU,2,16,,,,,,,1,1,2.20490702,41.39843930
03-2014-0442,SANTS-MONTJUÏC,Sants,PTGE,SERRA I AROLA,2,14,,,,,,,1,,2.13527019,41.37633685
02-2014-1502,L'EIXAMPLE,la Sagrada Família,C,CARTAGENA,1,221,,,,,,,1,1,2.18042934,41.40641273
10-2014-0420,SANT MARTI,el Poblenou,RBLA,POBLENOU,2,16,,,,,,,1,2,2.20490702,41.39843930
02-2014-1506,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CORSEGA,1,225,,,,,,,6,,2.15297388,41.39186562
02-2014-2072,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CASANOVA,2,160,,,,,,,4,2,2.15328697,41.39000101
02-2014-0263,L'EIXAMPLE,la Dreta de l'Eixample,AV,DIAGONAL,2,392,,,,,,,5,2,2.16767483,41.39881224
03-2014-0184,SANTS-MONTJUÏC,el Poble Sec,C,SALVA,1,1,,,,,,,7,28,2.16680311,41.37460523
06-2014-0295,GRACIA,la Vila de Gràcia,C,BRUNIQUER,1,65,,,,,,,3,,2.16230361,41.40573161
02-2014-1395,L'EIXAMPLE,la Sagrada Família,C,SARDENYA,2,306,,,,,,,3,,2.17485938,41.40238019
07-2014-0162,HORTA-GUINARDÓ,el Guinardó,C,TEODOR LLORENTE,1,1,,5,,,,,EN,1A,2.18019301,41.41911030
07-2014-0163,HORTA-GUINARDÓ,el Guinardó,C,TEODOR LLORENTE,1,1,,5,,,,,EN,1B,2.18019301,41.41911030
10-2014-0479,SANT MARTI,el Poblenou,C,FERROCARRIL,1,27,,,,,,,1,4,2.20707042,41.39880770
02-2014-1695,L'EIXAMPLE,la Dreta de l'Eixample,C,MALLORCA,2,266,,,,,,,3,1,2.16381463,41.39464448
05-2014-0250,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,ARIBAU,2,228,,,,,,E,2,2,2.15053616,41.39517058
05-2014-0251,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,ARIBAU,2,226,,,,,,E,1,1,2.15053616,41.39517058
06-2014-0422,GRACIA,la Vila de Gràcia,C,GRAN DE GRACIA,2,200,,,,,,,2,2,2.15212420,41.40369387
02-2014-1707,L'EIXAMPLE,el Fort Pienc,G.V.,CORTS CATALANES,2,732,,,,,,,6,1,2.17859709,41.39684938
02-2014-1713,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,CALABRIA,1,281,,,,,,B,6,4,2.14400122,41.38787360
02-2014-1748,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,4,3,2.17133158,41.40542326
10-2014-0696,SANT MARTI,el Besòs i el Maresme,C,MOGENT,2,6,,,,,,,1,2,2.21459809,41.41559259
02-2014-0443,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,ENTENÇA,1,113,,,,,,,1,3,2.14877514,41.38086927
10-2014-0241,SANT MARTI,el Poblenou,PG,CALVELL,1,45,,,,,,D,5,3,2.20760134,41.39891663
10-2014-0242,SANT MARTI,el Poblenou,PG,CALVELL,1,45,,,,,,D,5,2,2.20760134,41.39891663
10-2014-0243,SANT MARTI,el Poblenou,PG,CALVELL,1,45,,,,,,D,1,2,2.20760134,41.39891663
10-2014-0244,SANT MARTI,el Poblenou,PG,CALVELL,1,45,,,,,,B,2,1,2.20760134,41.39891663
10-2014-0245,SANT MARTI,el Poblenou,PG,CALVELL,1,45,,,,,,B,2,3,2.20760134,41.39891663
07-2014-0092,HORTA-GUINARDÓ,el Guinardó,PTGE,FLAUGIER,2,12,,,,,,,BJ,2,2.17796477,41.41479269
01-2014-0251,CIUTAT VELLA,el Barri Gòtic,C,PORTAFERRISSA,1,27,,,,,,,PR,,2.17398202,41.38404053
02-2014-1065,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,ENTENÇA,2,174,,,,,,,PR,,2.14528977,41.38377736
02-2014-1264,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,294,,,,,,,3,1,2.17057825,41.39291328
02-2014-1268,L'EIXAMPLE,el Fort Pienc,C,ALI BEI,2,22,,,,,,,3,3,2.17991224,41.39273726
02-2014-1271,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,1,231,,,,,,,1,B,2.16208440,41.39026426
06-2014-0096,GRACIA,la Vila de Gràcia,C,GRANJA,1,13,,,,,,,2,2,2.15442884,41.40827506
07-2014-0286,HORTA-GUINARDÓ,la Vall d'Hebron,PL,JOSEP PALLACH,1,5,,,,,,,3,2,2.14999207,41.43362987
06-2014-0237,GRACIA,la Vila de Gràcia,AV,DIAGONAL,2,478,,,,,,,2,2,2.15590636,41.39587235
06-2014-0238,GRACIA,la Vila de Gràcia,AV,DIAGONAL,2,478,,,,,,,3,1,2.15590636,41.39587235
06-2014-0239,GRACIA,la Vila de Gràcia,AV,DIAGONAL,2,478,,,,,,,3,2,2.15590636,41.39587235
06-2014-0240,GRACIA,la Vila de Gràcia,AV,DIAGONAL,2,478,,,,,,,4,1,2.15590636,41.39587235
06-2014-0241,GRACIA,la Vila de Gràcia,AV,DIAGONAL,2,478,,,,,,,4,2,2.15590636,41.39587235
06-2014-0242,GRACIA,la Vila de Gràcia,AV,DIAGONAL,2,478,,,,,,,5,1,2.15590636,41.39587235
06-2014-0243,GRACIA,la Vila de Gràcia,AV,DIAGONAL,2,478,,,,,,,5,2,2.15590636,41.39587235
04-2014-0232,LES CORTS,les Corts,C,MARQUES DE SENTMENAT,2,28,,,,,,,6,1,2.13641563,41.38475352
06-2014-0229,GRACIA,la Vila de Gràcia,C,BRUNIQUER,1,51,,,,,,,2,3,2.16188485,41.40547429
03-2014-0153,SANTS-MONTJUÏC,Sants,C,VALLADOLID,1,19,,,,,,,3,1,2.13621513,41.37778606
02-2014-0401,L'EIXAMPLE,la Dreta de l'Eixample,C,NAPOLS,1,195,,,,,,,AT,3,2.17464158,41.39884340
03-2014-0155,SANTS-MONTJUÏC,el Poble Sec,AV,PARAL.LEL,1,131,,,,,,B,1,1,2.15949119,41.37480771
03-2014-0156,SANTS-MONTJUÏC,el Poble Sec,C,MARGARIT,2,52,,,,,,,PR,2,2.16310484,41.37254978
02-2014-0403,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,ARAGO,1,85,,,,,,,PR,4,2.15086026,41.38176210
02-2014-0849,L'EIXAMPLE,el Fort Pienc,C,DIPUTACIO,2,470,,,,,,,AT,1,2.18220747,41.40157692
02-2014-0851,L'EIXAMPLE,el Fort Pienc,C,DIPUTACIO,2,470,,,,,,,3,1,2.18220747,41.40157692
02-2014-0853,L'EIXAMPLE,el Fort Pienc,C,DIPUTACIO,2,470,,,,,,,PR,2,2.18220747,41.40157692
02-2014-0854,L'EIXAMPLE,el Fort Pienc,C,DIPUTACIO,2,470,,,,,,,5,3,2.18220747,41.40157692
10-2014-0364,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,2,208,,,,,,,6,4,2.17724431,41.41155915
02-2014-1507,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CORSEGA,1,225,,,,,,,1,,2.15297388,41.39186562
02-2014-1511,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CORSEGA,1,225,,,,,,,PR,,2.15297388,41.39186562
10-2014-0425,SANT MARTI,el Poblenou,RBLA,POBLENOU,2,16,,,,,,,1,3,2.20490702,41.39843930
02-2014-1513,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CORSEGA,1,225,,,,,,,5,,2.15297388,41.39186562
10-2014-0427,SANT MARTI,el Poblenou,RBLA,POBLENOU,2,16,,,,,,,1,4,2.20490702,41.39843930
02-2014-1515,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CORSEGA,1,225,,,,,,,4,2,2.15297388,41.39186562
02-2014-1517,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CORSEGA,1,225,,,,,,,3,2,2.15297388,41.39186562
02-2014-1518,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CORSEGA,1,225,,,,,,,3,1,2.15297388,41.39186562
10-2014-0428,SANT MARTI,el Poblenou,RBLA,POBLENOU,2,16,,,,,,,1,5,2.20490702,41.39843930
02-2014-1520,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CORSEGA,1,225,,,,,,,2,2,2.15297388,41.39186562
03-2014-0802,SANTS-MONTJUÏC,Sants,C,RIERA DE TENA,1,37,,,,,,,BJ,2,2.13350339,41.37176322
03-2014-0803,SANTS-MONTJUÏC,Sants,C,RIERA DE TENA,1,37,,,,,,,3,,2.13350339,41.37176322
03-2014-0804,SANTS-MONTJUÏC,Sants,C,RIERA DE TENA,1,37,,,,,,,2,,2.13350339,41.37176322
04-2014-0362,LES CORTS,la Maternitat i Sant Ramon,C,BENAVENT,1,3,,,,,,,1,3,2.12546603,41.37766221
03-2014-0130,SANTS-MONTJUÏC,el Poble Sec,C,CABANES,2,46,,,,,,,BJ,1,2.16953780,41.37234388
02-2014-0600,L'EIXAMPLE,la Sagrada Família,C,CONSELL DE CENT,2,534,,,,,,3,1,B,2.18151406,41.40281703
10-2014-0405,SANT MARTI,la Verneda i la Pau,C,PUIGCERDA,1,273,,275,,,,,EN,5B,2.20194703,41.42088881
07-2014-0164,HORTA-GUINARDÓ,el Baix Guinardó,C,CASTILLEJOS,1,395,,,,,,,PR,3,2.17078044,41.41209923
03-2014-0431,SANTS-MONTJUÏC,la Font de la Guatlla,G.V.,CORTS CATALANES,2,192,,,,,,A,3,1,2.14076347,41.36840397
02-2014-1752,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,3,1,2.17133158,41.40542326
02-2014-1755,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,3,2,2.17133158,41.40542326
02-2014-1756,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,3,3,2.17133158,41.40542326
02-2014-1758,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,3,4,2.17133158,41.40542326
02-2014-1761,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,BJ,1,2.17133158,41.40542326
02-2014-1764,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,5,2,2.17598550,41.39696747
02-2014-1766,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,5,1,2.17598550,41.39696747
02-2014-1769,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,1,2,2.17598550,41.39696747
02-2014-1771,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,3,1,2.17598550,41.39696747
02-2014-1774,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,4,2,2.17598550,41.39696747
02-2014-1785,L'EIXAMPLE,la Sagrada Família,AV,GAUDI,1,45,,,,,,,3,3,2.17423036,41.40742886
10-2014-0502,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,207,,,,,,,4,2,2.17697741,41.41163491
06-2014-0612,GRACIA,la Vila de Gràcia,C,SANT DOMENEC,1,9,,,,,,,PR,1,2.15649991,41.39987503
06-2014-0613,GRACIA,la Vila de Gràcia,C,SANT DOMENEC,1,9,,,,,,,PR,2,2.15649991,41.39987503
06-2014-0614,GRACIA,la Vila de Gràcia,C,SANT DOMENEC,1,9,,,,,,,1,1,2.15649991,41.39987503
06-2014-0615,GRACIA,la Vila de Gràcia,C,SANT DOMENEC,1,9,,,,,,,1,2,2.15649991,41.39987503
04-2014-0395,LES CORTS,les Corts,C,BERLIN,1,51,,,,,,,3,1,2.13857357,41.38314543
10-2014-0800,SANT MARTI,la Verneda i la Pau,C,CA N'OLIVA,1,43,,47,,,,,11,1,2.20620265,41.42278185
05-2014-0440,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,C,CAMP,2,52,,56,,,,,3,3,2.13640201,41.40332989
05-2014-0095,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BERTRAN,2,156,,,,,,,1,3,2.13971775,41.41066310
05-2014-0096,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BERTRAN,2,156,,,,,,,1,2,2.13971775,41.41066310
01-2014-0152,CIUTAT VELLA,la Barceloneta,C,SAFAREIGS,1,15,,,,,,,1,,2.18913484,41.38115457
01-2014-0153,CIUTAT VELLA,la Barceloneta,C,SAFAREIGS,1,15,,,,,,,2,,2.18913484,41.38115457
07-2014-0093,HORTA-GUINARDÓ,el Guinardó,PTGE,FLAUGIER,2,12,,,,,,,3,3,2.17796477,41.41479269
05-2014-0076,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALMES,2,382,,384,,,,,1,1,2.14005943,41.40494464
05-2014-0077,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BALMES,2,382,,384,,,,,1,2,2.14005943,41.40494464
02-2014-1117,L'EIXAMPLE,la Dreta de l'Eixample,C,PAU CLARIS,2,104,,,,,,,EN,1,2.16928320,41.39122766
10-2014-0356,SANT MARTI,el Camp de l'Arpa del Clot,C,ROGENT,2,100,,,,,,,3,2,2.18263063,41.41080040
02-2014-1140,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,2,22,,,,,,,4,1A,2.17629311,41.39276599
02-2014-1141,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,2,22,,,,,,,4,1B,2.17629311,41.39276599
02-2014-1142,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,2,22,,,,,,,2,1A,2.17629311,41.39276599
02-2014-1143,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,2,22,,,,,,,PR,2,2.17629311,41.39276599
02-2014-1145,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,2,22,,,,,,,AT,2,2.17629311,41.39276599
02-2014-2227,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ROSSELLO,1,219,,,,,,,3,2,2.15703372,41.39320651
03-2014-0626,SANTS-MONTJUÏC,el Poble Sec,C,FONTRODONA,2,32,,,,,,,3,1,2.16700572,41.37323989
03-2014-0625,SANTS-MONTJUÏC,Sants,C,JOCS FLORALS,2,106,,,,,,,1,1,2.13555220,41.37222377
03-2014-0627,SANTS-MONTJUÏC,el Poble Sec,C,FONTRODONA,2,32,,,,,,,2,1,2.16700572,41.37323989
08-2014-0140,NOU BARRIS,la Prosperitat,AV,MERIDIANA,1,563,,565,,,,,3,2,2.18644327,41.44537410
08-2014-0141,NOU BARRIS,la Prosperitat,C,SANTA ENGRACIA,2,68,,,,,,,AT,,2.17861018,41.44090050
02-2014-0592,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,364,,,,,,,3,,2.17165548,41.39706424
02-2014-0603,L'EIXAMPLE,la Dreta de l'Eixample,C,ROSSELLO,2,296,,,,,,,4,2,2.16666811,41.40018303
03-2014-0301,SANTS-MONTJUÏC,el Poble Sec,C,RADAS,2,10,,,,,,,AT,,2.16082321,41.37352857
07-2014-0114,HORTA-GUINARDÓ,el Baix Guinardó,TRAV,GRACIA,2,314,,,,,,,AT,3,2.16833186,41.40779874
03-2014-0302,SANTS-MONTJUÏC,el Poble Sec,C,SALVA,2,64,,,,,,,1,2,2.16513166,41.37216851
02-2014-0895,L'EIXAMPLE,la Dreta de l'Eixample,C,PELAI,1,9,,,,H3,,,3,2,2.16653121,41.38585717
02-2014-0896,L'EIXAMPLE,la Dreta de l'Eixample,C,PELAI,1,9,,,,H2,,,3,2,2.16653121,41.38585717
02-2014-0243,L'EIXAMPLE,la Dreta de l'Eixample,RDA,UNIVERSITAT,1,13,,,,,,,AT,,2.16578737,41.38651131
02-2014-0488,L'EIXAMPLE,la Dreta de l'Eixample,C,TRAFALGAR,1,33,,,,,,,2,3,2.17678601,41.38978176
02-2014-0489,L'EIXAMPLE,la Dreta de l'Eixample,C,TRAFALGAR,1,33,,,,,,,3,1,2.17678601,41.38978176
02-2014-0490,L'EIXAMPLE,la Dreta de l'Eixample,C,TRAFALGAR,1,33,,,,,,,3,2,2.17678601,41.38978176
02-2014-0491,L'EIXAMPLE,la Dreta de l'Eixample,C,TRAFALGAR,1,33,,,,,,,4,1,2.17678601,41.38978176
02-2014-0492,L'EIXAMPLE,la Dreta de l'Eixample,C,TRAFALGAR,1,33,,,,,,,4,2,2.17678601,41.38978176
02-2014-2067,L'EIXAMPLE,la Sagrada Família,C,VALENCIA,1,439,,,,,,,2,1,2.17629832,41.40258920
02-2014-2068,L'EIXAMPLE,la Sagrada Família,C,VALENCIA,1,439,,,,,,,AT,,2.17629832,41.40258920
02-2014-2069,L'EIXAMPLE,la Sagrada Família,C,VALENCIA,1,439,,,,,,,EN,2,2.17629832,41.40258920
02-2014-2071,L'EIXAMPLE,la Sagrada Família,C,VALENCIA,1,439,,,,,,,PR,1,2.17629832,41.40258920
02-2014-2079,L'EIXAMPLE,la Sagrada Família,C,VALENCIA,1,439,,,,,,,4,2,2.17629832,41.40258920
02-2014-2082,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,1,77,,,,,,,PR,2,2.17156371,41.39605957
02-2014-2083,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,1,77,,,,,,,2,1,2.17156371,41.39605957
02-2014-2084,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,1,77,,,,,,,3,2,2.17156371,41.39605957
02-2014-2085,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,1,77,,,,,,,4,2,2.17156371,41.39605957
06-2014-0541,GRACIA,la Vila de Gràcia,C,PROVIDENCIA,2,44,,,,,,,1,1,2.15688605,41.40653650
10-2014-0781,SANT MARTI,el Poblenou,C,JONCAR,1,47,,51,,2,,E,3,4,2.20553677,41.40222031
02-2014-0420,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ARIBAU,2,138,,,,,,,2,1,2.15543137,41.39148095
02-2014-0421,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ROSSELLO,2,164,,,,,,,PR,2,2.15544295,41.39173450
03-2014-0167,SANTS-MONTJUÏC,Sants - Badal,C,SUGRANYES,2,28,,,,,,,4,3,2.12801834,41.37441396
03-2014-0168,SANTS-MONTJUÏC,Sants - Badal,C,SUGRANYES,2,28,,,,,,,2,3,2.12801834,41.37441396
03-2014-0169,SANTS-MONTJUÏC,Sants - Badal,C,SUGRANYES,2,28,,,,,,,BJ,1,2.12801834,41.37441396
03-2014-0170,SANTS-MONTJUÏC,Sants - Badal,C,SUGRANYES,2,28,,,,,,,5,2,2.12801834,41.37441396
03-2014-0171,SANTS-MONTJUÏC,Sants - Badal,C,SUGRANYES,2,28,,,,,,,1,2,2.12801834,41.37441396
05-2014-0125,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,CALAF,1,19,,,,,,,PR,2,2.14403398,41.39725692
10-2014-0432,SANT MARTI,el Poblenou,RBLA,POBLENOU,2,16,,,,,,,1,6,2.20490702,41.39843930
02-2014-1523,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,CORSEGA,1,225,,,,,,,2,1,2.15297388,41.39186562
10-2014-0436,SANT MARTI,el Poblenou,RBLA,POBLENOU,2,16,,,,,,,1,7,2.20490702,41.39843930
02-2014-1531,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,PROVENÇA,2,192,,194,,,,,5,3,2.15461325,41.38941573
02-2014-1580,L'EIXAMPLE,la Sagrada Família,PTGE,MAIOL,1,9,,,,,,,EN,1,2.17442537,41.40178937
06-2014-0406,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,PARE LAINEZ,1,53,,,,,,,2,,2.16668380,41.40787227
10-2014-0488,SANT MARTI,la Vila Olímpica del Poblenou,C,FREDERIC MOMPOU,1,13,,,,,,,3,2,2.19950106,41.39214357
02-2014-1744,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,2,290,,,,,,,3,2,2.16404460,41.38970817
02-2014-1746,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,2,290,,,,,,,3,1,2.16404460,41.38970817
02-2014-1749,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,2,290,,,,,,,4,1,2.16404460,41.38970817
02-2014-0195,L'EIXAMPLE,la Dreta de l'Eixample,C,BRUC,1,69,,,,,,,EN,1,2.16990326,41.39389821
02-2014-0559,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,2,354,,,,,,,4,2,2.16953581,41.39383290
02-2014-0560,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,2,354,,,,,,,2,2,2.16953581,41.39383290
06-2014-0174,GRACIA,la Vila de Gràcia,C,TORRIJOS,1,17,,,,,,,4,1,2.15902185,41.40315330
06-2014-0386,GRACIA,la Salut,RBLA,MERCEDES,1,19,,,,,,,2,1,2.15423135,41.41244053
02-2014-1548,L'EIXAMPLE,Sant Antoni,C,VILADOMAT,2,36,,,,,,,SA,,2.16148705,41.37666061
02-2014-1578,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,348,,350,,,,,5,2,2.17076198,41.39639423
02-2014-1594,L'EIXAMPLE,la Dreta de l'Eixample,C,ROSSELLO,1,247,,,,,,,PR,1,2.15916264,41.39482696
02-2014-1604,L'EIXAMPLE,la Sagrada Família,PTGE,GAIOLA,1,9,,,,,,,BJ,2,2.17302054,41.40095728
02-2014-2189,L'EIXAMPLE,el Fort Pienc,C,ARAGO,1,401,,,,,,,PR,1,2.17458976,41.39967427
10-2014-0503,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,207,,,,,,,5,1,2.17697741,41.41163491
10-2014-0505,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,207,,,,,,,5,2,2.17697741,41.41163491
10-2014-0507,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,1,1,2.17718002,41.41179667
10-2014-0510,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,1,2,2.17718002,41.41179667
10-2014-0511,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,1,3,2.17718002,41.41179667
10-2014-0513,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,1,4,2.17718002,41.41179667
10-2014-0515,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,2,1,2.17718002,41.41179667
10-2014-0517,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,2,2,2.17718002,41.41179667
10-2014-0520,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,2,3,2.17718002,41.41179667
10-2014-0522,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,2,4,2.17718002,41.41179667
10-2014-0524,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,3,1,2.17718002,41.41179667
02-2014-0310,L'EIXAMPLE,la Dreta de l'Eixample,RDA,SANT PERE,1,33,,,,,,,2,4,2.17585446,41.39028041
03-2014-0289,SANTS-MONTJUÏC,el Poble Sec,C,BLAI,2,44,,,,,,,3,1,2.16338549,41.37417054
02-2014-1148,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,MUNTANER,2,64,,,,,,,2,1,2.15911128,41.38699370
02-2014-1150,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,2,22,,,,,,,AT,1,2.17629311,41.39276599
02-2014-1156,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,MUNTANER,2,64,,,,,,,2,2,2.15911128,41.38699370
02-2014-1157,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,MUNTANER,2,64,,,,,,,3,2,2.15911128,41.38699370
02-2014-1158,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,MUNTANER,2,64,,,,,,,4,1,2.15911128,41.38699370
02-2014-1160,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,MUNTANER,2,64,,,,,,,4,2,2.15911128,41.38699370
03-2014-0354,SANTS-MONTJUÏC,Sants,C,GALILEU,2,150,,,,,,,4,2,2.13397500,41.38040797
02-2014-1192,L'EIXAMPLE,Sant Antoni,G.V.,CORTS CATALANES,2,384,,390,,,,I,SA,1,2.15055762,41.37577630
10-2014-0740,SANT MARTI,la Verneda i la Pau,RBLA,PRIM,2,192,,,,,,,5,4,2.20543074,41.42220343
10-2014-0742,SANT MARTI,el Poblenou,C,DOCTOR TRUETA,2,228,,,,,,,2,2,2.20432429,41.39908883
