N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD, LATITUD
10-2014-0371,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PG,TAULAT,2,142,,,,,,,2,B,2.20981423,41.40221900
02-2014-1234,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,PARIS,1,193,,199,,,,,7,1,2.15319574,41.39373811
03-2014-0392,SANTS-MONTJUÏC,el Poble Sec,C,SALVA,1,37,,,,,,,2,3,2.16572043,41.37298958
10-2014-0315,SANT MARTI,el Clot,AV,MERIDIANA,2,88,,,,,,,1,1,2.18717816,41.40670476
10-2014-0316,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PG,TAULAT,1,233,,,,,,F,5,2,2.21043171,41.40344702
10-2014-0317,SANT MARTI,Provençals del Poblenou,C,PERE IV,2,344,,,,,,,2,2,2.20264890,41.40911914
02-2014-0946,L'EIXAMPLE,la Sagrada Família,C,SARDENYA,2,364,,,,,,,4,2,2.17061269,41.40559113
02-2014-0958,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,266,,,,,,,2,1,2.16394575,41.39123191
03-2014-0197,SANTS-MONTJUÏC,Sants,C,SANT BALTASAR,1,17,,,,,,,5,3,2.13430470,41.37179192
09-2014-0333,SANT ANDREU,la Sagrera,C,INDUSTRIA,1,353,,,,,,A,3,1,2.18942006,41.42095766
06-2014-0137,GRACIA,Vallcarca i els Penitents,AV,REPUBLICA ARGENTINA,2,36,,,,,,,1,2,2.14717020,41.40875062
02-2014-0211,L'EIXAMPLE,la Sagrada Família,C,MARINA,2,300,,,,,,,AT,,2.17362256,41.40530530
02-2014-1759,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,PR,1,2.17133158,41.40542326
02-2014-1762,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,PR,2,2.17133158,41.40542326
02-2014-1765,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,PR,3,2.17133158,41.40542326
02-2014-1767,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,PR,4,2.17133158,41.40542326
02-2014-1768,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,1,1,2.17133158,41.40542326
02-2014-1770,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,1,2,2.17133158,41.40542326
02-2014-1772,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,1,3,2.17133158,41.40542326
02-2014-1773,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,1,4,2.17133158,41.40542326
02-2014-1775,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,2,1,2.17133158,41.40542326
02-2014-0628,L'EIXAMPLE,el Fort Pienc,G.V.,CORTS CATALANES,1,733,,,,,,,7,1,2.18018065,41.39869487
06-2014-0221,GRACIA,la Vila de Gràcia,C,SANTA ROSA,2,8,,,,,,,1,,2.15303684,41.40322705
02-2014-1609,L'EIXAMPLE,la Sagrada Família,C,INDUSTRIA,2,116,,,,,,,PR,1,2.17182411,41.40746915
02-2014-1610,L'EIXAMPLE,la Sagrada Família,C,INDUSTRIA,2,116,,,,,,,PR,2,2.17182411,41.40746915
02-2014-1614,L'EIXAMPLE,la Sagrada Família,C,INDUSTRIA,2,116,,,,,,,1,1,2.17182411,41.40746915
02-2014-1620,L'EIXAMPLE,la Sagrada Família,C,NAPOLS,2,266,,,,,,,4,1,2.17047855,41.40227668
02-2014-1621,L'EIXAMPLE,la Sagrada Família,C,INDUSTRIA,2,116,,,,,,,1,2,2.17182411,41.40746915
02-2014-1627,L'EIXAMPLE,la Sagrada Família,C,INDUSTRIA,2,116,,,,,,,2,1,2.17182411,41.40746915
07-2014-0315,HORTA-GUINARDÓ,el Guinardó,AV,MARE DEU DE MONTSERRAT,1,137,,,,,,,EN,1,2.17010419,41.41654450
10-2014-0526,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,3,2,2.17718002,41.41179667
10-2014-0528,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,3,3,2.17718002,41.41179667
10-2014-0530,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,3,4,2.17718002,41.41179667
10-2014-0532,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,4,1,2.17718002,41.41179667
10-2014-0534,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,4,2,2.17718002,41.41179667
10-2014-0536,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,4,3,2.17718002,41.41179667
10-2014-0538,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,4,4,2.17718002,41.41179667
10-2014-0541,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,5,1,2.17718002,41.41179667
10-2014-0543,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,5,2,2.17718002,41.41179667
10-2014-0545,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,5,3,2.17718002,41.41179667
10-2014-0547,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,5,4,2.17718002,41.41179667
10-2014-0549,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,6,1,2.17718002,41.41179667
03-2014-0080,SANTS-MONTJUÏC,el Poble Sec,C,ROSER,2,28,,,,,,,2,1B,2.16664110,41.37345059
02-2014-0478,L'EIXAMPLE,la Dreta de l'Eixample,C,TRAFALGAR,1,15,,,,,,,AT,2,2.17507513,41.38905959
02-2014-0551,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,DIPUTACIO,1,123,,,,,,,5,,2.15667953,41.38273352
02-2014-0552,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,315,,,,,,,4,2,2.16322471,41.38937081
02-2014-0558,L'EIXAMPLE,la Sagrada Família,PTGE,CENTELLES,2,22,,,,,,,2,,2.18003126,41.40788952
03-2014-0294,SANTS-MONTJUÏC,Sants - Badal,AV,MADRID,2,114,,,,,,,1,1,2.12845574,41.37884473
10-2014-0369,SANT MARTI,la Vila Olímpica del Poblenou,C,ARQUITECTE SERT,1,15,,,,,,,4,1,2.19848771,41.39117982
02-2014-1504,L'EIXAMPLE,la Dreta de l'Eixample,C,VALENCIA,1,247,,,,,,,PR,2,2.16303897,41.39262478
02-2014-1508,L'EIXAMPLE,la Dreta de l'Eixample,C,VALENCIA,1,247,,,,,,,PR,1B,2.16303897,41.39262478
03-2014-0445,SANTS-MONTJUÏC,el Poble Sec,C,RADAS,2,34,,,,,,,PR,3,2.16043230,41.37246137
02-2014-1512,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,2,266,,,,,,,AT,,2.16394575,41.39123191
02-2014-1519,L'EIXAMPLE,la Sagrada Família,C,LEPANT,1,295,,,,,,,1,2,2.17490691,41.40564326
02-2014-1522,L'EIXAMPLE,la Sagrada Família,C,LEPANT,1,295,,,,,,,1,1,2.17490691,41.40564326
02-2014-1525,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AV,SARRIA,1,31,,,,,,,PR,4,2.14470279,41.39021140
02-2014-1530,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AV,SARRIA,1,31,,,,,,,1,2,2.14470279,41.39021140
02-2014-1532,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AV,SARRIA,1,31,,,,,,,1,3,2.14470279,41.39021140
02-2014-1533,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AV,SARRIA,1,31,,,,,,,4,2,2.14470279,41.39021140
04-2014-0374,LES CORTS,les Corts,C,LLUÇA,1,5,,,,,,,EN,1,2.13125823,41.38125847
02-2014-0821,L'EIXAMPLE,la Dreta de l'Eixample,AV,DIAGONAL,2,438,,,,,,,3,,2.16138747,41.39722823
03-2014-0393,SANTS-MONTJUÏC,el Poble Sec,C,SALVA,1,37,,,,,,,4,3,2.16572043,41.37298958
03-2014-0394,SANTS-MONTJUÏC,el Poble Sec,C,SALVA,1,37,,,,,,,3,3,2.16572043,41.37298958
06-2014-0367,GRACIA,la Vila de Gràcia,C,MONTSENY,2,10,,,,,,,2,2,2.15432285,41.40166205
02-2014-1345,L'EIXAMPLE,Sant Antoni,C,COMTE BORRELL,1,47,,,,,,,3,1,2.16257962,41.37726202
06-2014-0374,GRACIA,la Vila de Gràcia,C,MOZART,2,20,,,,,,,2,3,2.15815399,41.39948775
06-2014-0375,GRACIA,la Vila de Gràcia,C,MOZART,2,20,,,,,,,EN,6,2.15815399,41.39948775
03-2014-0328,SANTS-MONTJUÏC,el Poble Sec,C,PIQUER,2,14,,,,,,,EN,4,2.17105837,41.37273720
05-2014-0194,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,C,BERLINES,1,19,,,,,,,1,3,2.13861633,41.40417412
05-2014-0195,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,C,BERLINES,1,19,,,,,,,1,2,2.13861633,41.40417412
05-2014-0196,SARRIA-SANT GERVASI,el Putxet i el Farró,C,TORRE,2,4,,,,,,,1,2,2.14863918,41.40395111
06-2014-0338,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,NAPOLS,2,334,,,,,,,SA,1,2.16692797,41.40496466
02-2014-1051,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,341,,,,,,,3,1B,2.16486837,41.39060396
02-2014-1053,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,341,,,,,,,3,2B,2.16486837,41.39060396
02-2014-1054,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,341,,,,,,,3,2A,2.16486837,41.39060396
02-2014-1055,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,341,,,,,,,4,1A,2.16486837,41.39060396
02-2014-1056,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,341,,,,,,,5,1A,2.16486837,41.39060396
10-2014-0105,SANT MARTI,el Poblenou,PTGE,MAS DE RODA,1,5,,9,,,,,2,G,2.19906750,41.39648454
10-2014-0106,SANT MARTI,el Poblenou,PTGE,MAS DE RODA,1,5,,9,,,,,1,G,2.19906750,41.39648454
10-2014-0107,SANT MARTI,el Poblenou,PTGE,MAS DE RODA,1,5,,9,,,,,BJ,G,2.19906750,41.39648454
05-2014-0094,SARRIA-SANT GERVASI,el Putxet i el Farró,C,BERTRAN,2,156,,,,,,,PR,1,2.13971775,41.41066310
02-2014-0618,L'EIXAMPLE,la Sagrada Família,AV,GAUDI,1,45,,,,,,,2,1,2.17423036,41.40742886
02-2014-0620,L'EIXAMPLE,la Sagrada Família,C,ROSSELLO,1,483,,,,,,,1,1,2.17583860,41.40737512
06-2014-0362,GRACIA,la Vila de Gràcia,RBLA,PRAT,1,9,,,,,,,2,2,2.15230397,41.40155085
02-2014-1283,L'EIXAMPLE,la Sagrada Família,AV,GAUDI,2,26,,28,,,,,AT,1,2.17456284,41.40662172
02-2014-1287,L'EIXAMPLE,la Sagrada Família,AV,GAUDI,2,26,,28,,,,,4,3,2.17456284,41.40662172
02-2014-1292,L'EIXAMPLE,la Sagrada Família,AV,GAUDI,2,26,,28,,,,,3,2,2.17456284,41.40662172
02-2014-1295,L'EIXAMPLE,la Sagrada Família,AV,GAUDI,2,26,,28,,,,,1,1,2.17456284,41.40662172
10-2014-0550,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,6,2,2.17718002,41.41179667
10-2014-0552,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,6,3,2.17718002,41.41179667
10-2014-0554,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,6,4,2.17718002,41.41179667
10-2014-0556,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,7,1,2.17718002,41.41179667
10-2014-0557,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,7,2,2.17718002,41.41179667
10-2014-0559,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,8,1,2.17718002,41.41179667
10-2014-0561,SANT MARTI,el Camp de l'Arpa del Clot,C,INDUSTRIA,1,213,,,,,,,8,2,2.17718002,41.41179667
03-2014-0107,SANTS-MONTJUÏC,Hostafrancs,G.V.,CORTS CATALANES,1,335,,,,,,,5,3,2.14637669,41.37329315
09-2014-0233,SANT ANDREU,Sant Andreu,C,CINCA,2,40,,42,,,,A,2,1,2.19236616,41.43730045
02-2014-0352,L'EIXAMPLE,la Sagrada Família,C,INDUSTRIA,1,153,,,,,,,2,2,2.17396298,41.40935187
03-2014-0307,SANTS-MONTJUÏC,el Poble Sec,C,POETA CABANYES,2,20,,,,,,,1,2,2.16549234,41.37409449
02-2014-1534,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AV,SARRIA,1,31,,,,,,,4,1,2.14470279,41.39021140
02-2014-1535,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,DIPUTACIO,2,12,,,,,,,1,1,2.14999214,41.37742902
02-2014-1540,L'EIXAMPLE,la Dreta de l'Eixample,C,ROGER DE LLURIA,1,81,,,,,,,2,2,2.16662706,41.39467048
02-2014-1544,L'EIXAMPLE,la Dreta de l'Eixample,PG,SANT JOAN,1,33,,,,,,,AT,1,2.17697058,41.39348009
02-2014-1551,L'EIXAMPLE,Sant Antoni,AV,PARAL.LEL,2,182,B,,,,,,2,2,2.15368308,41.37519824
03-2014-0455,SANTS-MONTJUÏC,el Poble Sec,C,MARGARIT,2,50,,,,,,,3,,2.16312858,41.37261507
02-2014-1565,L'EIXAMPLE,la Sagrada Família,C,SARDENYA,2,364,,,,,,,5,2,2.17061269,41.40559113
02-2014-1567,L'EIXAMPLE,la Sagrada Família,C,SARDENYA,2,364,,,,,,,1,3,2.17061269,41.40559113
06-2014-0402,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,SECRETARI COLOMA,2,8,,,,,,,1,2,2.16571303,41.40692938
02-2014-1573,L'EIXAMPLE,Sant Antoni,C,VILLARROEL,2,2,,,,,,,4,2,2.16294062,41.38069081
02-2014-1581,L'EIXAMPLE,la Sagrada Família,C,ARAGO,1,415,,,,,,,1,1,2.17667104,41.40130293
05-2014-0390,SARRIA-SANT GERVASI,Sarrià,C,MAJOR DE SARRIA,1,183,,,,,,,BJ,3,2.11792267,41.40303007
10-2014-0955,SANT MARTI,el Besòs i el Maresme,C,MARESME,2,122,,,,,,,5,3,2.21115793,41.41590985
04-2014-0467,LES CORTS,Pedralbes,AV,MARE DE DEU DE LORDA,2,22,,,,,,,BJ,,2.10825569,41.39694190
02-2014-0827,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,BALMES,1,59,,,,,,,4,1,2.16202023,41.38963404
02-2014-0828,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,BALMES,1,59,,,,,,,5,1,2.16202023,41.38963404
04-2014-0138,LES CORTS,la Maternitat i Sant Ramon,TRAV,CORTS,2,118,,120,,,,,1,2,2.12577839,41.37990993
04-2014-0338,LES CORTS,les Corts,C,GALILEU,1,281,,,,,,,1,4,2.13220983,41.38378500
02-2014-1057,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,341,,,,,,,5,2B,2.16486837,41.39060396
02-2014-1058,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,341,,,,,,,2,2B,2.16486837,41.39060396
02-2014-1060,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,341,,,,,,,2,2A,2.16486837,41.39060396
02-2014-1061,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,341,,,,,,,4,2,2.16486837,41.39060396
02-2014-1062,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,1,341,,,,,,,4,1B,2.16486837,41.39060396
06-2014-0339,GRACIA,la Vila de Gràcia,C,ALZINA,1,19,,,,,,,BJ,,2.15617351,41.40663177
02-2014-1309,L'EIXAMPLE,la Dreta de l'Eixample,C,CORSEGA,2,402,,,,,,,5,1,2.16447108,41.40026445
02-2014-1310,L'EIXAMPLE,la Dreta de l'Eixample,C,CORSEGA,2,402,,,,,,,5,2,2.16447108,41.40026445
02-2014-1311,L'EIXAMPLE,la Dreta de l'Eixample,C,CORSEGA,2,402,,,,,,,2,2,2.16447108,41.40026445
02-2014-1348,L'EIXAMPLE,la Dreta de l'Eixample,PG,SANT JOAN,1,47,,49,,,,,1,1,2.17319923,41.39633047
02-2014-0505,L'EIXAMPLE,la Dreta de l'Eixample,C,PAU CLARIS,1,87,,,,,,,PR,3,2.17050614,41.39002304
06-2014-0148,GRACIA,la Vila de Gràcia,VIA,AUGUSTA,2,42,,,,,,,1,1,2.15383194,41.39810144
02-2014-0507,L'EIXAMPLE,la Dreta de l'Eixample,C,PAU CLARIS,1,87,,,,,,,PR,2,2.17050614,41.39002304
02-2014-1776,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,2,2,2.17133158,41.40542326
02-2014-1777,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,2,3,2.17133158,41.40542326
02-2014-1778,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,2,4,2.17133158,41.40542326
02-2014-1779,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,4,1,2.17133158,41.40542326
02-2014-1780,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,4,2,2.17133158,41.40542326
02-2014-1781,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,4,4,2.17133158,41.40542326
02-2014-1782,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,5,1,2.17133158,41.40542326
02-2014-1784,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,5,2,2.17133158,41.40542326
02-2014-1786,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,5,3,2.17133158,41.40542326
10-2014-0611,SANT MARTI,Sant Martí de Provençals,C,ANDRADE,2,116,,,,,,,1,1,2.20005424,41.41465095
06-2014-0114,GRACIA,la Vila de Gràcia,C,TORRENT DE L'OLLA,2,186,,,,,,,AT,3,2.15451104,41.40466185
02-2014-0396,L'EIXAMPLE,la Sagrada Família,AV,GAUDI,1,87,,,,,,,5,,2.17418185,41.41080040
02-2014-0546,L'EIXAMPLE,la Sagrada Família,C,PROVENÇA,1,487,,,,,,,AT,1,2.17706812,41.40656712
05-2014-0130,SARRIA-SANT GERVASI,el Putxet i el Farró,C,MADRAZO,2,6,,,,,,,3,2,2.15062882,41.40157659
02-2014-1632,L'EIXAMPLE,la Sagrada Família,C,INDUSTRIA,2,116,,,,,,,2,2,2.17182411,41.40746915
02-2014-1637,L'EIXAMPLE,la Sagrada Família,C,INDUSTRIA,2,116,,,,,,,3,1,2.17182411,41.40746915
05-2014-0268,SARRIA-SANT GERVASI,les Tres Torres,RDA,GENERAL MITRE,1,27,,,,,,,EN,2,2.13238022,41.39398899
08-2014-0157,NOU BARRIS,Vilapicina i la Torre Llobeta,C,PINTOR CASAS,1,1,,,,,,,AT,,2.16906619,41.42762810
10-2014-0461,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PG,GARCIA FARIA,1,21,,,,,,,10,2,2.20999056,41.40093482
10-2014-0464,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PG,GARCIA FARIA,1,75,,,,,,,19,3,2.21532312,41.40496996
02-2014-1649,L'EIXAMPLE,Sant Antoni,G.V.,CORTS CATALANES,2,410,,,,,,,4,1,2.15196963,41.37671301
02-2014-1658,L'EIXAMPLE,Sant Antoni,C,COMTE D'URGELL,1,47,,,,,,,7,6,2.15921043,41.38145170
02-2014-1664,L'EIXAMPLE,la Dreta de l'Eixample,C,CONSELL DE CENT,2,318,,,,,,,AT,,2.16694698,41.39189274
02-2014-1673,L'EIXAMPLE,la Dreta de l'Eixample,PG,GRACIA,2,16,,,,,,,7,2,2.16893453,41.38933184
02-2014-1697,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,LLANÇA,2,54,,,,,,,AT,2,2.14521400,41.38044453
03-2014-0490,SANTS-MONTJUÏC,Hostafrancs,C,MOIANES,1,65,,,,,,,PR,2,2.14244027,41.37414390
03-2014-0491,SANTS-MONTJUÏC,la Bordeta,C,HARTZENBUSCH,2,36,,,,,,,BJ,,2.13473207,41.37078996
02-2014-1720,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,COMTE D'URGELL,1,131,,,,,,,3,2,2.15322627,41.38596399
02-2014-1724,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,COMTE D'URGELL,1,131,,,,,,,3,3,2.15322627,41.38596399
02-2014-1726,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,COMTE D'URGELL,1,131,,,,,,,4,1,2.15322627,41.38596399
02-2014-1173,L'EIXAMPLE,la Dreta de l'Eixample,G.V.,CORTS CATALANES,2,682,,,,,,,5,2A,2.17305664,41.39268474
02-2014-1174,L'EIXAMPLE,la Dreta de l'Eixample,G.V.,CORTS CATALANES,2,682,,,,,,,5,2B,2.17305664,41.39268474
02-2014-1175,L'EIXAMPLE,la Dreta de l'Eixample,G.V.,CORTS CATALANES,2,682,,,,,,,AT,1,2.17305664,41.39268474
02-2014-1176,L'EIXAMPLE,la Dreta de l'Eixample,G.V.,CORTS CATALANES,2,682,,,,,,,SA,1,2.17305664,41.39268474
02-2014-1177,L'EIXAMPLE,la Dreta de l'Eixample,G.V.,CORTS CATALANES,2,682,,,,,,,SA,4,2.17305664,41.39268474
02-2014-1178,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,1,321,,,,,,,3,1,2.16993098,41.39617077
02-2014-1179,L'EIXAMPLE,la Dreta de l'Eixample,C,PROVENÇA,2,268,,,,,,,3,3,2.15967410,41.39322400
02-2014-1180,L'EIXAMPLE,la Dreta de l'Eixample,C,PROVENÇA,2,268,,,,,,,3,4,2.15967410,41.39322400
02-2014-1181,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,BALMES,1,139,,,,,,,5,2,2.15667391,41.39368238
06-2014-0186,GRACIA,la Vila de Gràcia,C,CAMPRODON,1,23,,,,,,,1,2,2.16408783,41.40098583
06-2014-0187,GRACIA,la Vila de Gràcia,C,CAMPRODON,1,23,,,,,,,2,3,2.16408783,41.40098583
06-2014-0188,GRACIA,la Vila de Gràcia,C,CAMPRODON,1,23,,,,,,,2,2,2.16408783,41.40098583
06-2014-0189,GRACIA,la Vila de Gràcia,C,CAMPRODON,1,23,,,,,,,1,4,2.16408783,41.40098583
06-2014-0190,GRACIA,la Vila de Gràcia,C,CAMPRODON,1,23,,,,,,,2,1,2.16408783,41.40098583
06-2014-0191,GRACIA,la Vila de Gràcia,C,CAMPRODON,1,23,,,,,,,1,1,2.16408783,41.40098583
06-2014-0192,GRACIA,la Vila de Gràcia,C,CAMPRODON,1,23,,,,,,,2,4,2.16408783,41.40098583
06-2014-0193,GRACIA,la Vila de Gràcia,C,CAMPRODON,1,23,,,,,,,PR,4,2.16408783,41.40098583
06-2014-0194,GRACIA,la Vila de Gràcia,C,CAMPRODON,1,23,,,,,,,PR,2,2.16408783,41.40098583
02-2014-1353,L'EIXAMPLE,la Dreta de l'Eixample,AV,DIAGONAL,2,370,,,,,,,4,2,2.17072376,41.39957899
02-2014-1356,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,CONSELL DE CENT,1,71,,,,,,,2,1,2.14952834,41.37905906
06-2014-0379,GRACIA,la Vila de Gràcia,C,DOCTOR RIZAL,2,8,,,,,,,1,3,2.15612802,41.39766571
02-2014-1371,L'EIXAMPLE,la Sagrada Família,PL,SAGRADA FAMILIA,1,7,,,,,,,PR,A,2.17223839,41.40238033
02-2014-1373,L'EIXAMPLE,la Dreta de l'Eixample,AV,DIAGONAL,2,370,,,,,,,2,2,2.17072376,41.39957899
02-2014-1382,L'EIXAMPLE,la Dreta de l'Eixample,RBLA,CATALUNYA,1,63,,,,,,,PR,1,2.16304602,41.39116702
02-2014-1392,L'EIXAMPLE,la Nova Esquerra de l'Eixample,G.V.,CORTS CATALANES,1,457,,,,,,,4,1B,2.15436504,41.37929942
07-2014-0161,HORTA-GUINARDÓ,Can Baró,AV,CAN BARO,1,3,,,,,,,1,3,2.16110468,41.41534345
02-2014-1408,L'EIXAMPLE,Sant Antoni,C,VILLARROEL,1,23,,,,,,,4,1,2.16161149,41.38141002
02-2014-1410,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ARIBAU,2,184,,,,,,,4,2,2.15267162,41.39356565
02-2014-1416,L'EIXAMPLE,la Dreta de l'Eixample,C,BAILEN,1,77,,,,,,,4,1,2.17156371,41.39605957
02-2014-1424,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ARIBAU,2,184,,,,,,,1,1,2.15267162,41.39356565
02-2014-0953,L'EIXAMPLE,la Dreta de l'Eixample,C,AUSIAS MARC,2,14,,,,,,,5,C,2.17486599,41.39064405
03-2014-0202,SANTS-MONTJUÏC,Hostafrancs,C,MIQUEL BLEACH,2,16,,,,,,,1,2,2.14160334,41.37581360
02-2014-0534,L'EIXAMPLE,la Dreta de l'Eixample,RDA,SANT PERE,2,26,,,,,,,6,1,2.17424105,41.38935499
02-2014-0556,L'EIXAMPLE,la Dreta de l'Eixample,C,BALMES,1,9,,,,,,,4,2,2.16586450,41.38672895
02-2014-0568,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ARAGO,1,207,,,,,,,3,2,2.15977987,41.38853401
02-2014-0580,L'EIXAMPLE,el Fort Pienc,C,ROGER DE FLOR,1,45,,,,,,A,5,4,2.18072885,41.39253151
02-2014-1787,L'EIXAMPLE,la Sagrada Família,C,CORSEGA,2,518,,,,,,,5,4,2.17133158,41.40542326
02-2014-1789,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,EN,1,2.17598550,41.39696747
02-2014-1790,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,EN,2,2.17598550,41.39696747
02-2014-1791,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,1,1,2.17598550,41.39696747
02-2014-1792,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,1,3,2.17598550,41.39696747
02-2014-1793,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,1,4,2.17598550,41.39696747
02-2014-1794,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,2,1,2.17598550,41.39696747
02-2014-1795,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,2,2,2.17598550,41.39696747
02-2014-1796,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,2,3,2.17598550,41.39696747
02-2014-1797,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,2,354,,,,,,,2,4,2.17598550,41.39696747
