REGISTRO,ANO,TIPO,NUMERO,ACTIVIDAD,HORA_INI,HORA_FIN,CCODVIA,NOMBRE,C_NUMERO,C_BIS,CON_USU_DE_ROTACION,EXENTO,PLAZAS,ANCHO_PUERTA,SUPERFICIE,ZONA_OCUPA_MAXIMA,POLIGONO_INDUSTRIAL,IMPORTE,LAT123,LONG122
361,1998,T,214,TALLER TUBOS ESCAPES Y ACEITE,800,2000,210,AGUILERA,21,,N,N,4,5.20,140.39,5.20,N,258.73,38.34303,-0.49695
361,1998,T,215,TALLER TUBOS ESCAPES Y ACEITE,800,2000,210,AGUILERA,21,,N,N,4,5.20,140.39,5.20,N,258.73,38.34303,-0.49695
1344,1997,P,866,APARCAMIENTO DE VEHICULOS,,,210,AGUILERA,50,,N,N,49,2.91,1127.00,5.00,N,283.98,38.34313,-0.49962
1447,1997,P,1502,APARCAMIENTO DE VEHICULOS,,,215,AGUSTIN GOSALVEZ ORTS,0,A,N,N,60,3.25,0.00,5.00,N,243.41,38.36137,-0.49060
180,1998,P,1622,APARCAMIENTO DE VEHICULOS,,,215,AGUSTIN GOSALVEZ ORTS,0,B,N,N,25,3.50,455.00,5.00,N,243.41,38.36137,-0.49060
168,2004,P,3232,APARCAMIENTO DE VEHICULOS,0,2400,215,AGUSTIN GOSALVEZ ORTS,0,D,N,S,36,5.00,60.00,5.00,N,0.00,38.36137,-0.49060
441,1998,P,1857,APARCAMIENTO DE VEHICULOS,,,215,AGUSTIN GOSALVEZ ORTS,2,,N,N,50,4.00,1157.00,5.00,N,243.41,38.36137,-0.49060
2570,2001,P,2604,APARCAMIENTO DE VEHICULOS,0,2400,215,AGUSTIN GOSALVEZ ORTS,4,,N,N,63,3.50,0.00,5.00,N,243.41,38.36183,-0.48968
138,2016,P,5619,APARCAMIENTO DE VEHICULOS,0,2400,220,AGUSTIN SANTONJA,1,,N,N,25,4.00,750.00,4.00,N,133.68,38.36202,-0.49833
195,2007,P,4086,APARCAMIENTO DE VEHICULOS,0,2400,220,AGUSTIN SANTONJA,15,,N,N,1,2.60,15.00,4.70,N,81.13,38.36122,-0.49957
161,2007,P,4119,APARCAMIENTO DE VEHICULOS,0,2400,220,AGUSTIN SANTONJA,22,BAJO,N,N,2,3.40,55.00,5.00,N,81.13,38.36132,-0.49958
9,2018,P,5849,APARCAMIENTO DE VEHICULOS,,,236,TORERO VTE. BLAU'EL TINO',0,,N,N,228,8.00,5700.00,8.00,N,361.96,38.36132,-0.49958
25,2010,P,4205,APARCAMIENTO DE VEHICULOS,0,2400,236,TORERO VTE. BLAU'EL TINO',0,,N,N,170,6.16,2739.00,7.00,N,361.96,38.36132,-0.49958
62,2010,P,4211,SALIDA DE EMERGENCIA,0,2400,238,TORERO F.ANTON'PACORRO',0,,N,N,81,4.80,2769.00,7.00,N,329.06,38.36132,-0.49958
10,2014,P,4610,ACCESO PARA MERCANCIAS,0,2400,239,MUSICO VICENTE SPITERI,0,,N,N,3,6.40,113.00,8.50,N,185.11,38.38470,-0.41431
165,2009,P,4210,APARCAMIENTO DE VEHICULOS,0,2400,239,MUSICO VICENTE SPITERI,0,,N,N,92,9.00,2900.00,7.00,N,329.06,38.38470,-0.41431
85,2018,P,5901,APARCAMIENTO DE VEHICULOS,,,239,MUSICO VICENTE SPITERI,9,,N,N,103,6.00,150.00,6.00,N,272.71,38.38470,-0.41431
148,2009,P,4180,APARCAMIENTO DE VEHICULOS,0,2400,239,MUSICO VICENTE SPITERI,18,,N,N,69,4.80,1853.30,6.50,N,329.06,38.38470,-0.41431
14,2019,P,5946,APARCAMIENTO DE VEHICULOS,,,239,MUSICO VICENTE SPITERI,21,,N,N,52,7.30,1299.00,7.30,N,329.06,38.38567,-0.41581
76,2012,P,4501,APARCAMIENTO DE VEHICULOS,0,2400,239,MUSICO VICENTE SPITERI,25,27,N,N,18,4.40,100.00,7.00,N,329.06,38.38657,-0.41688
41,2019,P,5951,APARCAMIENTO DE VEHICULOS,,,243,SOLFISTA CONCEPCIÓN RUBIO,0,,N,N,89,6.00,1692.46,6.00,N,247.97,38.38657,-0.41688
77,2018,P,5891,APARCAMIENTO DE VEHICULOS,,,244,MAESTRO JOSÉ GARBERÍ,0,S/N,N,N,139,6.00,5441.99,8.00,N,434.35,38.38125,-0.41317
49,2018,P,5875,ACCESO SERVICIOS Y EMERGENCIA,,,244,MAESTRO JOSÉ GARBERÍ,5,,N,N,3,5.20,7617.03,7.20,N,197.43,38.38125,-0.41317
3,2018,P,5836,APARCAMIENTO DE VEHICULOS,,,244,MAESTRO JOSÉ GARBERÍ,5,,N,N,255,6.00,5625.00,,N,327.26,38.38125,-0.41317
290,2016,P,5668,APARCAMIENTO DE VEHICULOS,0,2400,244,MAESTRO JOSÉ GARBERÍ,13,,N,N,51,4.00,1157.00,4.00,N,200.51,38.38450,-0.41697
569,2015,P,5335,APARCAMIENTO DE VEHICULOS,0,2400,245,TORERO LUIS FCO. ESPLÁ,7,,N,N,60,4.30,1000.00,5.00,N,202.85,38.37887,-0.41343
17,2018,P,5855,APARCAMIENTO DE VEHICULOS,,,245,TORERO LUIS FCO. ESPLÁ,13,,N,N,44,6.00,716.32,,N,247.97,38.38107,-0.41535
122,2018,P,5923,ACCESO SERVICIOS Y EMERGENCIA,,,245,TORERO LUIS FCO. ESPLÁ,17,,N,N,1,13.00,25.00,13.00,N,267.43,38.38107,-0.41535
85,2019,P,5987,APARCAMIENTO DE VEHICULOS,,,246,PERIODISTA TIRSO MARÍN,0,S/N,N,N,37,6.60,1005.95,6.60,N,394.86,38.38006,-0.41538
33,2010,P,4203,APARCAMIENTO DE VEHICULOS,0,2400,246,PERIODISTA TIRSO MARÍN,0,,N,N,31,3.87,984.94,5.00,N,243.41,38.38006,-0.41538
33,2010,P,4204,APARCAMIENTO DE VEHICULOS,0,2400,246,PERIODISTA TIRSO MARÍN,0,,N,N,31,3.87,984.94,6.00,N,297.51,38.38006,-0.41538
164,2009,P,4172,APARCAMIENTO DE VEHICULOS,0,2400,246,PERIODISTA TIRSO MARÍN,9,,N,N,70,3.80,1610.17,6.20,N,394.86,38.38006,-0.41538
41,2018,P,5851,APARCAMIENTO DE VEHICULOS,,,246,PERIODISTA TIRSO MARÍN,12,,N,N,140,5.00,3500.00,5.00,N,267.75,38.38006,-0.41538
66,2016,P,5513,APARCAMIENTO DE VEHICULOS,0,2400,246,PERIODISTA TIRSO MARÍN,17,,N,N,16,5.00,400.00,5.00,N,243.41,38.38006,-0.41538
1271,1997,P,478,APARCAMIENTO DE VEHICULOS,,,250,ALBACETE,2,,N,N,14,2.48,700.00,5.00,N,243.41,38.35056,-0.49742
1976,2000,P,2440,APARCAMIENTO DE VEHICULOS,0,2400,250,ALBACETE,6,,N,N,3,3.15,109.00,5.00,N,121.70,38.35062,-0.49747
292,1997,P,989,APARCAMIENTO DE VEHICULOS,,,250,ALBACETE,10,,N,N,4,2.87,131.00,5.00,N,243.41,38.35078,-0.49760
82,2008,P,3873,APARCAMIENTO DE VEHICULOS,0,2400,250,ALBACETE,11,A,N,N,20,2.90,200.00,4.20,N,243.41,38.35145,-0.49834
257,2002,P,2776,VIVIENDA UNIFAMILIAR,0,2400,250,ALBACETE,11,,N,N,4,4.00,104.00,5.00,N,243.41,38.35145,-0.49834
156,2006,P,3579,APARCAMIENTO DE VEHICULOS,0,2400,250,ALBACETE,12,14,N,N,13,2.85,473.24,5.10,N,297.51,38.35079,-0.49762
53,2005,P,3275,APARCAMIENTO DE VEHICULOS,0,2400,250,ALBACETE,13,,N,N,8,2.75,471.70,5.00,N,243.41,38.35154,-0.49841
234,1998,P,1568,APARCAMIENTO DE VEHICULOS,,,250,ALBACETE,16,BJ,N,N,24,2.44,531.00,5.00,N,243.41,38.35096,-0.49776
1482,1997,P,1400,APARCAMIENTO DE VEHICULOS,,,250,ALBACETE,17,19,N,N,25,0.00,0.00,5.00,N,243.41,38.35168,-0.49851
231,2004,P,3217,APARCAMIENTO DE VEHICULOS,0,2400,250,ALBACETE,21,,N,N,13,3.00,358.40,5.00,N,243.41,38.35195,-0.49875
204,2002,P,2733,APARCAMIENTO DE VEHICULOS,0,2400,250,ALBACETE,22,,N,N,13,3.67,0.00,5.00,N,243.41,38.35135,-0.49808
310,2016,P,5696,APARCAMIENTO DE VEHICULOS,0,2400,250,ALBACETE,32,,N,N,4,4.00,148.50,4.00,N,200.51,38.35165,-0.49832
255,1902,P,27,PARKING CLIENTES,,,250,ALBACETE,34,,N,N,56,10.25,0.00,10.25,N,543.06,38.35165,-0.49832
148,2019,P,6042,APARCAMIENTO DE VEHICULOS,,,250,ALBACETE,36,,S,N,46,6.50,1176.00,6.50,N,789.72,38.35165,-0.49832
32,2017,P,5759,APARCAMIENTO DE VEHICULOS,0,2400,251,ARTISTA REMIGIO SOLER,0,S/N,N,N,90,4.52,2500.00,5.00,N,202.85,38.35165,-0.49832
11,2014,P,4609,PARKING CLIENTES,0,2400,251,ARTISTA REMIGIO SOLER,0,,N,N,126,6.90,3885.00,9.00,N,407.24,38.35165,-0.49832
10,2018,P,5853,APARCAMIENTO DE VEHICULOS,,,251,ARTISTA REMIGIO SOLER,0,,N,N,161,6.50,4025.00,6.50,N,361.96,38.35165,-0.49832
395,1998,P,1680,APARCAMIENTO DE VEHICULOS,,,252,PLAYA BLANCA,0,,N,N,150,3.50,3400.00,5.00,N,178.49,38.35165,-0.49832
74,2017,P,5790,APARCAMIENTO DE VEHICULOS,0,2400,261,VICTORIA KENT SIANO,23,,N,N,13,5.00,321.00,5.00,N,202.85,38.32671,-0.51540
6,2017,P,5743,APARCAMIENTO DE VEHICULOS,0,2400,261,VICTORIA KENT SIANO,24,,N,N,45,6.00,1247.00,6.00,N,247.97,38.32671,-0.51540
26,2012,P,4488,APARCAMIENTO DE VEHICULOS,0,2400,265,DE LA SOLIDARIDAD,0,,N,S,2,4.00,100.00,5.00,N,0.00,38.32671,-0.51540
344,2015,T,1253,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,13,,N,N,4,9.45,210.00,9.00,N,111.64,38.34786,-0.55306
742,2015,T,1405,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,16,,N,N,1,5.90,25.00,5.90,N,36.96,38.34801,-0.55305
742,2015,T,1403,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,16,,N,N,1,5.90,25.00,5.90,N,36.96,38.34801,-0.55305
742,2015,T,1404,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,16,,N,N,1,5.90,25.00,5.90,N,36.96,38.34801,-0.55305
641,2015,P,5777,ACTIVIDAD COMERCIAL,0,2400,283,BONANZA,32,,N,N,3,4.00,75.00,4.00,N,49.58,38.34816,-0.55517
795,2015,T,1392,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,48,PTA  2,N,N,3,6.00,75.00,6.00,N,36.96,38.34816,-0.55517
797,2015,T,1391,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,48,PTA 1,N,N,3,6.00,75.00,6.00,N,36.96,38.34816,-0.55517
1,2017,T,1483,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,88,,N,N,1,10.00,100.00,10.00,N,62.06,38.34816,-0.55517
359,2016,T,1471,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,94,,N,N,8,10.00,200.00,10.00,N,124.11,38.34816,-0.55517
358,2016,T,1470,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,94,,N,N,24,10.00,600.00,10.00,N,124.11,38.34816,-0.55517
357,2016,T,1469,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,94,,N,N,76,10.00,1900.00,10.00,N,124.11,38.34816,-0.55517
320,2016,T,1467,ACTIVIDAD COMERCIAL,800,2000,283,BONANZA,94,,N,N,2,10.00,50.00,10.00,S,62.06,38.34816,-0.55517
355,2015,T,1241,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,0,,N,N,6,6.00,300.00,6.00,S,73.93,38.35033,-0.54401
355,2015,T,1242,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,0,,N,N,6,6.00,300.00,6.00,S,73.93,38.35033,-0.54401
364,2015,T,1230,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,8,,N,N,6,10.00,180.00,10.00,N,124.11,38.35033,-0.54401
294,2015,T,1304,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,11,,N,N,1,10.00,25.00,10.00,N,62.06,38.35033,-0.54401
265,2015,T,1187,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,15,,N,N,2,11.00,3000.00,11.00,N,68.30,38.35033,-0.54401
557,2015,T,1330,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,17,,N,N,12,5.85,100.00,5.85,N,73.93,38.35155,-0.54406
272,2015,T,1194,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,25,,N,N,2,8.00,60.00,8.00,N,49.58,38.35155,-0.54406
245,2016,P,5616,APARCAMIENTO DE VEHICULOS,0,2400,284,MISTRAL,47,,N,N,3,16.00,362.00,16.00,N,131.73,38.35435,-0.54655
329,2015,T,1268,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,51,1,N,N,5,4.00,2700.00,4.00,N,73.93,38.35451,-0.54664
313,2015,T,1283,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,51,2,N,N,5,4.00,2700.00,4.00,N,73.93,38.35451,-0.54664
313,2015,T,1285,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,51,2,N,N,5,6.00,2700.00,6.00,N,73.93,38.35451,-0.54664
330,2015,T,1267,ACTIVIDAD COMERCIAL,800,2000,284,MISTRAL,51,3,N,N,5,4.00,2700.00,4.00,N,73.93,38.35451,-0.54664
24,2018,T,1529,CARNICERIA,,,284,MISTRAL,129,,N,N,10,15.00,300.00,15.00,S,186.46,38.35169,-0.55710
26,2018,T,1530,RESTAURACIÓN (ALIMENTACIÓN),,,284,MISTRAL,131,,N,N,10,16.00,320.00,16.00,S,198.93,38.35155,-0.55705
300,2015,T,1298,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,4,,N,N,15,10.00,300.00,10.00,N,124.11,38.34628,-0.55218
634,2015,T,1141,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,14,,N,N,20,17.00,1300.00,17.00,N,211.40,38.34914,-0.55187
366,2015,T,1228,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,23,25,N,N,3,7.85,100.00,7.85,N,49.58,38.34746,-0.55238
367,2015,T,1280,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,23,25B,N,N,3,6.00,100.00,6.00,N,36.96,38.34746,-0.55238
319,2015,T,1279,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,23,B,N,N,3,22.40,100.00,22.40,N,143.18,38.34746,-0.55238
269,2015,T,1191,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,31,,N,N,3,7.30,50.00,7.30,N,49.58,38.34889,-0.55221
632,2015,T,1136,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,36,,N,N,3,5.00,50.00,5.00,N,36.96,38.35091,-0.55362
381,2015,T,1213,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,45,,N,N,3,5.00,50.00,5.00,N,36.96,38.34998,-0.55297
259,2015,T,1180,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,56,2,N,N,10,8.50,200.00,8.50,N,111.64,38.35130,-0.55417
339,2015,T,1258,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,56,B,N,N,10,11.00,200.00,11.00,N,136.58,38.35130,-0.55417
369,2015,T,1226,ACTIVIDAD COMERCIAL,800,2000,286,GUILLERMO STEWART HOWIE,80,,N,N,10,10.00,200.00,10.00,N,124.11,38.35130,-0.55417
380,2015,T,1214,ACTIVIDAD COMERCIAL,800,2000,287,ARCOIRIS,8,B,N,N,6,8.20,120.00,8.20,N,111.64,38.34548,-0.55314
263,2015,T,1184,ACTIVIDAD COMERCIAL,800,2000,287,ARCOIRIS,8,,N,N,6,6.30,120.00,6.30,N,99.17,38.34548,-0.55314
2,2017,T,1484,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,8,1,N,N,1,7.80,74.00,7.80,N,49.58,38.34736,-0.55013
3,2017,T,1485,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,8,2,N,N,10,5.00,175.00,5.00,N,73.93,38.34736,-0.55013
312,2015,T,1287,APARCAMIENTO DE VEHICULOS,800,2000,288,NIEVE,14,,N,N,2,5.00,50.00,5.00,N,36.96,38.34855,-0.54999
333,2015,T,1264,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,18,,N,N,2,4.60,55.00,5.00,N,36.96,38.34901,-0.54984
58,2017,P,5750,ESTACION DE SERVICIO (GASOLIN),0,2400,288,NIEVE,19,,N,N,2,4.00,50.00,4.00,N,49.58,38.34961,-0.54877
59,2017,P,5751,ESTACION DE SERVICIO (GASOLIN),0,2400,288,NIEVE,19,,N,N,2,4.00,50.00,4.00,N,49.58,38.34961,-0.54877
332,2015,T,1265,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,20,,N,N,15,12.00,375.00,12.00,N,149.05,38.34909,-0.54963
100,2017,T,1286,TALLER REPARACION RADIADORES,800,2000,288,NIEVE,20,,N,N,10,12.60,280.00,12.60,N,161.52,38.34909,-0.54963
349,2015,T,1248,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,27,,N,N,3,5.00,50.00,5.00,N,36.96,38.35008,-0.54757
241,2015,T,1160,APARCAMIENTO DE VEHICULOS,800,2000,288,NIEVE,29,,N,N,3,5.00,50.00,5.00,N,36.96,38.35016,-0.54736
624,2015,P,5384,APARCAMIENTO DE VEHICULOS,0,2400,288,NIEVE,40,B,N,N,10,10.70,320.00,10.70,N,181.03,38.35018,-0.54688
625,2015,P,5385,APARCAMIENTO DE VEHICULOS,0,2400,288,NIEVE,40,C,N,N,10,30.00,320.00,30.00,N,493.96,38.35018,-0.54688
623,2015,P,5383,APARCAMIENTO DE VEHICULOS,0,2400,288,NIEVE,40,,N,N,10,6.24,320.00,6.24,N,131.62,38.35018,-0.54688
1,2016,T,1374,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,44,1,N,N,15,9.20,375.00,9.20,N,124.11,38.35048,-0.54612
283,2015,T,1206,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,44,2,N,N,3,4.20,90.00,5.00,N,36.96,38.35048,-0.54612
374,2015,T,1221,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,44,4,N,N,1,4.20,460.00,5.00,N,36.96,38.35048,-0.54612
17,2016,T,1355,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,44,6,N,N,1,4.00,25.00,4.00,N,36.96,38.35048,-0.54612
282,2015,T,1205,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,44,7,N,N,3,9.00,90.00,9.00,N,55.82,38.35048,-0.54612
343,2016,T,1385,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,44,"METEOR,4",N,N,2,6.00,50.00,6.00,N,36.96,38.35048,-0.54612
705,2015,T,1430,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,44,PTA 3,N,N,1,5.90,25.00,5.90,N,36.96,38.35048,-0.54612
14,2016,T,1375,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,44,,N,N,15,9.20,375.00,9.20,N,124.11,38.35048,-0.54612
706,2015,T,1428,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,44,,N,N,1,5.40,20.00,5.40,N,36.96,38.35048,-0.54612
706,2015,T,1429,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,44,,N,N,1,5.00,25.00,5.00,N,36.96,38.35048,-0.54612
46,2016,P,5499,APARCAMIENTO DE VEHICULOS,0,2400,288,NIEVE,83,,S,N,88,20.00,2200.00,20.00,N,329.26,38.35048,-0.54612
325,2015,T,1273,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,85,2,N,N,3,7.00,650.00,7.00,N,49.58,38.35048,-0.54612
310,2015,T,1289,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,85,,N,N,3,5.00,650.00,5.00,N,36.96,38.35048,-0.54612
368,2015,T,1227,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,86,1,N,N,10,11.00,300.00,11.00,S,136.58,38.35048,-0.54612
372,2015,T,1223,ACTIVIDAD COMERCIAL,800,2000,288,NIEVE,86,B,N,N,10,7.00,300.00,7.00,S,99.17,38.35048,-0.54612
784,2015,P,5546,APARCAMIENTO DE VEHICULOS,0,2400,288,NIEVE,90,,N,N,50,10.00,1250.00,10.00,N,164.56,38.35048,-0.54612
165,2016,T,1402,ALMACEN DE MATERIALES,800,2000,288,NIEVE,98,1,N,N,3,7.00,75.00,7.00,N,49.58,38.35048,-0.54612
163,2016,T,1401,ALMACEN MERCANCIAS,800,2000,288,NIEVE,98,2,N,N,10,12.00,250.00,12.00,N,149.05,38.35048,-0.54612
162,2016,T,1400,ALMACEN MERCANCIAS,800,2000,288,NIEVE,98,3,N,N,3,9.00,75.00,9.00,N,55.82,38.35048,-0.54612
160,2016,T,1398,ALMACEN MERCANCIAS,800,2000,288,NIEVE,98,4,N,N,3,9.00,75.00,9.00,N,55.82,38.35048,-0.54612
161,2016,T,1399,ALMACEN MERCANCIAS,800,2000,288,NIEVE,98,5,N,N,3,9.00,75.00,9.00,N,55.82,38.35048,-0.54612
256,2015,T,1177,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,19,,N,N,3,6.00,60.00,6.00,N,36.96,38.34752,-0.55408
287,2015,T,1210,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,24,,N,N,3,5.00,50.00,5.00,N,36.96,38.34934,-0.55348
288,2015,T,1211,ALMACEN DE MATERIALES,800,2000,289,ALISIOS,26,,N,N,3,5.00,50.00,5.00,N,36.96,38.34951,-0.55346
268,2015,T,1190,ALMACEN DE MATERIALES,800,2000,289,ALISIOS,28,,N,N,3,5.00,50.00,5.00,N,36.96,38.34969,-0.55345
293,2015,T,1305,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,32,,N,N,4,15.70,1000.00,15.70,N,198.93,38.35049,-0.55283
299,2015,T,1299,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,34,,N,N,4,7.00,1000.00,7.00,N,99.17,38.35065,-0.55265
292,2015,T,1306,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,36,B,N,N,4,7.00,1000.00,7.00,N,99.17,38.35079,-0.55248
291,2015,T,1307,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,36,,N,N,4,8.30,2000.00,8.30,N,111.64,38.35079,-0.55248
290,2015,T,1308,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,40,,N,N,4,7.30,994.00,7.30,N,99.17,38.35119,-0.55195
298,2015,T,1300,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,42,,N,N,4,7.30,994.00,7.30,N,99.17,38.35124,-0.55183
371,2016,T,1138,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,45,,N,N,3,5.00,50.00,5.00,N,36.96,38.35086,-0.55291
257,2016,T,1411,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,47,1-1,N,N,3,5.00,75.00,5.00,N,36.96,38.35199,-0.54987
372,2016,T,1139,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,47,,N,N,3,5.00,50.00,5.00,N,36.96,38.35199,-0.54987
373,2016,T,1140,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,49,,N,N,3,5.00,50.00,5.00,N,36.96,38.35199,-0.54987
356,2016,T,1468,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,50,,N,N,4,10.00,223.00,10.00,S,124.11,38.35199,-0.54987
321,2016,T,1463,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,52,,N,N,2,10.00,50.00,10.00,S,62.06,38.35206,-0.54972
633,2015,T,1137,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,53,,N,N,3,5.00,50.00,5.00,N,36.96,38.35267,-0.54833
511,2015,P,5296,APARCAMIENTO DE VEHICULOS,0,2400,289,ALISIOS,56,,N,N,50,5.00,12460.00,5.00,S,99.16,38.35267,-0.54833
485,2015,P,5268,APARCAMIENTO DE VEHICULOS,0,2400,289,ALISIOS,60,,N,N,9,7.50,1000.00,7.50,N,131.62,38.35321,-0.54698
361,2015,T,1235,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,74,A,N,N,12,8.00,360.00,8.00,N,99.17,38.35321,-0.54698
240,2015,T,1159,APARCAMIENTO DE VEHICULOS,800,2000,289,ALISIOS,75,,N,N,4,5.45,150.00,6.00,N,73.93,38.35321,-0.54698
279,2015,T,1201,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,125,2,N,N,3,4.00,75.00,4.00,N,36.96,38.35321,-0.54698
129,2016,T,1358,APARCAMIENTO DE VEHICULOS,800,2000,289,ALISIOS,125,NAVE1,N,N,3,12.00,300.00,12.00,N,74.54,38.35321,-0.54698
183,2016,P,5586,APARCAMIENTO DE VEHICULOS,0,2400,289,ALISIOS,126,,N,N,3,4.00,75.00,5.00,N,49.58,38.35321,-0.54698
371,2015,T,1224,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,127,,N,N,5,7.50,400.00,7.50,N,99.17,38.35321,-0.54698
396,2015,P,5176,APARCAMIENTO DE VEHICULOS,0,2400,289,ALISIOS,143,,N,N,2,5.00,400.00,5.00,N,49.58,38.35321,-0.54698
396,2015,P,5178,APARCAMIENTO DE VEHICULOS,0,2400,289,ALISIOS,143,,N,N,2,7.00,400.00,7.00,N,65.81,38.35321,-0.54698
396,2015,P,5177,APARCAMIENTO DE VEHICULOS,0,2400,289,ALISIOS,143,,N,N,2,6.00,400.00,6.00,N,49.58,38.35321,-0.54698
322,2016,T,1464,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,147,,N,N,21,10.00,525.00,10.00,S,124.11,38.35321,-0.54698
289,2015,T,1212,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,154,C,N,N,4,6.50,100.00,6.50,N,99.17,38.35321,-0.54698
377,2015,T,1218,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,155,1,N,N,1,5.00,20.00,5.00,N,36.96,38.35321,-0.54698
280,2015,T,1203,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,155,3,N,N,1,5.00,20.00,5.00,N,36.96,38.35321,-0.54698
280,2015,T,1202,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,155,3,N,N,1,6.00,25.00,6.00,N,36.96,38.35321,-0.54698
378,2015,T,1217,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,155,NAVE 3,N,N,1,5.00,20.00,5.00,N,36.96,38.35321,-0.54698
245,2015,T,1164,ACTIVIDAD COMERCIAL,800,2000,289,ALISIOS,159,,N,N,3,4.60,2600.00,5.00,N,36.96,38.35321,-0.54698
1360,1997,P,727,APARCAMIENTO DE VEHICULOS,,,290,ALBEROLA,1,,N,N,8,2.22,200.00,5.00,N,283.98,38.34282,-0.49916
32811,1999,P,2080,APARCAMIENTO DE VEHICULOS,,,290,ALBEROLA,5,,N,N,22,2.79,474.00,5.00,N,283.98,38.34254,-0.49913
134,2007,P,3780,APARCAMIENTO DE VEHICULOS,0,2400,290,ALBEROLA,7,,N,N,24,2.40,886.55,4.64,N,283.98,38.34244,-0.49913
