EXPEDIENTE,ANO_EXPE,AUTORI_D,AUTORI_H,METROS,MESAS,SILLAS,TOLDOS,SOMBRILLAS,ESTUFAS,MENU,JARDINERAS,PEATONES,DIM_MESAS,NOMBRE,DESCRIPCION,CCODVIA,NUMERO,CAT_IAE,PRECIO,LATITUD,LONGITUD
1429,2015,01/07/2019,31/12/2019,60.71,12,60,S,0,0,0,0,,,BAR RESTAURANTE ANITA,HOSTELERIA Y RESTAURACION,5683,1,4,1103.71,,
1435,2015,01/01/2019,31/05/2019,21.49,6,22,N,2,2,0,0,,,BAR RESTAURANTE BAOBAB,"BARES, CAFETERIAS, DISCOTECAS",4974,37,4,267.55,38.36546,-0.42888
1435,2015,01/06/2019,30/09/2019,21.49,6,22,N,2,2,0,0,,,BAR RESTAURANTE BAOBAB,"BARES, CAFETERIAS, DISCOTECAS",4974,37,4,214.04,38.36546,-0.42888
1435,2015,01/10/2019,31/12/2019,21.49,6,22,N,2,2,0,0,,,BAR RESTAURANTE BAOBAB,"BARES, CAFETERIAS, DISCOTECAS",4974,37,4,160.53,38.36546,-0.42888
1438,2015,01/01/2019,30/04/2019,11.00,3,12,N,2,0,0,0,,,MOLLY MALONE 2010,"BARES, CAFETERIAS, DISCOTECAS",760,42,4,109.56,38.34324,-0.51477
1438,2015,13/06/2019,31/12/2019,11.00,3,12,N,2,0,0,0,,,MOLLY MALONE 2010,"BARES, CAFETERIAS, DISCOTECAS",760,42,4,191.73,38.34324,-0.51477
1439,2015,01/01/2019,31/05/2019,24.20,11,24,N,3,3,0,0,,,PUB CAFETERIA DUBLINERS,"BARES, CAFETERIAS, DISCOTECAS",4653,7,4,301.29,38.36458,-0.46866
1439,2015,01/06/2019,31/12/2019,43.45,17,57,N,5,0,0,0,,,PUB CAFETERIA DUBLINERS,"BARES, CAFETERIAS, DISCOTECAS",4653,7,4,757.33,38.36458,-0.46866
1442,2015,01/01/2019,31/07/2019,11.92,3,12,N,2,0,0,0,,,EL GARAJE BAR,"BARES, CAFETERIAS, DISCOTECAS",2895,14,4,207.77,38.34366,-0.48551
1448,2015,01/01/2019,30/04/2019,31.40,11,34,N,2,2,0,0,,,BORGONESSE,"BARES, CAFETERIAS, DISCOTECAS",4000,7,2,415.74,38.34478,-0.48364
1448,2015,01/05/2019,31/12/2019,31.40,11,34,N,2,2,0,0,,,BORGONESSE,"BARES, CAFETERIAS, DISCOTECAS",4000,7,2,831.47,38.34478,-0.48364
1451,2015,01/01/2019,31/12/2019,19.62,9,18,N,1,,0,7,,,RESTAURANTE CIAO MIAMI - LE MIEN,RESTAURANTES,4000,2,2,779.31,,
1454,2015,01/01/2019,31/05/2019,63.31,19,70,N,5,5,0,0,,,CAFE VELVET,BARES,1835,19,4,788.21,38.34541,-0.48551
1454,2015,14/06/2019,31/12/2019,63.31,19,70,N,5,5,0,0,,,CAFE VELVET,BARES,1835,19,4,1103.49,38.34541,-0.48551
1459,2015,01/01/2019,31/05/2019,22.35,5,20,N,4,0,0,0,,,TAPERIA PARADA,HOSTELERIA Y RESTAURACION,3380,44,4,278.26,38.37250,-0.50385
1467,2015,01/01/2019,31/07/2019,9.24,6,13,N,1,1,1,0,,,EL MOLI PAN Y CAFE,CAFETERIAS,4000,10,2,214.09,38.34452,-0.48316
1467,2015,01/08/2019,31/12/2019,9.24,6,13,N,1,1,0,0,,,EL MOLI PAN Y CAFE,CAFETERIAS,4000,10,2,152.92,38.34452,-0.48316
1469,2015,01/01/2019,30/04/2019,24.80,6,24,N,2,0,0,0,,,EL TATU,"BARES, CAFETERIAS, DISCOTECAS",2260,1,4,247.01,38.34482,-0.50384
1469,2015,01/05/2019,31/08/2019,38.70,10,40,N,2,0,0,0,,,EL TATU,"BARES, CAFETERIAS, DISCOTECAS",2260,1,4,385.45,38.34482,-0.50384
1469,2015,01/09/2019,31/10/2019,38.70,10,40,N,2,0,0,0,,,EL TATU,"BARES, CAFETERIAS, DISCOTECAS",2260,1,4,192.73,38.34482,-0.50384
1469,2015,01/11/2019,31/12/2019,24.80,6,24,N,2,0,0,0,,,EL TATU,"BARES, CAFETERIAS, DISCOTECAS",2260,1,4,123.50,38.34482,-0.50384
1475,2015,01/01/2019,31/12/2019,16.86,4,16,N,2,0,0,0,,,CAFE BAR MIRAFLORES,"BARES, CAFETERIAS, DISCOTECAS",2780,10,4,503.78,38.38966,-0.44319
1477,2015,01/01/2019,30/04/2019,66.25,17,68,N,8,0,0,0,,,SINFONY 16,"BARES, CAFETERIAS, DISCOTECAS",3740,16,1,1102.40,38.34653,-0.49046
1477,2015,01/05/2019,31/08/2019,66.25,17,68,N,8,0,0,0,,,SINFONY 16,"BARES, CAFETERIAS, DISCOTECAS",3740,16,1,1102.40,38.34653,-0.49046
1477,2015,01/09/2019,31/12/2019,66.25,17,68,N,8,0,0,0,,,SINFONY 16,"BARES, CAFETERIAS, DISCOTECAS",3740,16,1,1102.40,38.34653,-0.49046
1479,2015,01/01/2019,30/04/2019,29.52,8,32,N,2,0,0,0,,,BAR CAFE ROYAL,"BARES, CAFETERIAS, DISCOTECAS",2785,10,4,294.02,38.36001,-0.47938
1479,2015,01/05/2019,31/08/2019,29.52,8,32,N,2,0,0,0,,,BAR CAFE ROYAL,"BARES, CAFETERIAS, DISCOTECAS",2785,10,4,294.02,38.36001,-0.47938
1481,2015,01/01/2019,30/06/2019,38.00,9,36,N,4,0,0,0,,,BAR 100 MONTADITOS,"BARES, CAFETERIAS, DISCOTECAS",3740,6,1,948.48,38.34545,-0.49077
1481,2015,01/07/2019,31/12/2019,38.00,9,36,N,4,0,0,0,,,BAR 100 MONTADITOS,"BARES, CAFETERIAS, DISCOTECAS",3740,6,1,948.48,38.34545,-0.49077
1483,2015,01/01/2019,30/06/2019,6.88,3,8,N,2,0,0,0,,,"CRISTINA, PANADERIA Y CAFETERIA","BARES, CAFETERIAS, DISCOTECAS",4750,12,4,102.79,38.34846,-0.48745
1483,2015,01/07/2019,31/12/2019,6.88,3,8,N,2,0,0,0,,,"CRISTINA, PANADERIA Y CAFETERIA","BARES, CAFETERIAS, DISCOTECAS",4750,12,4,102.79,38.34846,-0.48745
1484,2015,01/01/2019,30/06/2019,3.80,2,4,N,1,0,0,0,,,CAFETERIA CROISANTERIA ENTREPANES,"BARES, CAFETERIAS, DISCOTECAS",4750,21,4,56.77,38.34803,-0.48832
1488,2015,01/01/2019,31/07/2019,40.65,11,32,N,2,2,0,0,,,SALON LOUNGE EL PAPELON,"BARES, CAFETERIAS, DISCOTECAS",1835,9,4,708.53,38.34480,-0.48524
1488,2015,01/08/2019,31/12/2019,41.75,12,36,N,2,0,0,0,,,SALON LOUNGE EL PAPELON,"BARES, CAFETERIAS, DISCOTECAS",1835,9,4,519.79,38.34480,-0.48524
1489,2015,01/01/2019,31/12/2019,10.66,4,10,N,0,0,0,0,,,KEBAB EL BARRIO,"BARES, CAFETERIAS, DISCOTECAS",3090,1,4,318.52,,
1490,2015,01/01/2019,31/03/2019,20.00,7,22,N,2,1,0,0,,,PUB PIRAMIDE,"BARES, CAFETERIAS, DISCOTECAS",2495,2,3,174.00,38.34636,-0.48466
1490,2015,01/04/2019,30/06/2019,40.92,14,44,N,2,1,0,0,,,PUB PIRAMIDE,"BARES, CAFETERIAS, DISCOTECAS",2495,2,3,356.00,38.34636,-0.48466
1490,2015,01/07/2019,31/10/2019,40.92,14,44,N,2,1,0,0,,,PUB PIRAMIDE,"BARES, CAFETERIAS, DISCOTECAS",2495,2,3,474.67,38.34636,-0.48466
1490,2015,01/11/2019,31/12/2019,20.00,7,22,N,2,1,0,0,,,PUB PIRAMIDE,"BARES, CAFETERIAS, DISCOTECAS",2495,2,3,116.00,38.34636,-0.48466
1494,2015,01/01/2019,31/05/2019,4.50,3,6,N,0,0,1,0,,,RESTAURANTE INDONESIO MI WARUNG,"BARES, CAFETERIAS, DISCOTECAS",5310,6,4,56.03,38.34536,-0.48325
1494,2015,01/06/2019,31/12/2019,4.50,3,6,N,0,0,1,0,,,RESTAURANTE INDONESIO MI WARUNG,"BARES, CAFETERIAS, DISCOTECAS",5310,6,4,78.44,38.34536,-0.48325
1495,2015,01/01/2019,31/07/2019,9.90,5,10,N,1,0,0,0,,,"CANADA CUPCAKE CAFE, S.COOP","BARES, CAFETERIAS, DISCOTECAS",5255,64,3,200.97,38.34360,-0.48728
1504,2015,01/01/2019,30/06/2019,20.40,4,16,N,3,0,0,0,,,CAFET. CERVECERIA JULIVERT 2,"BARES, CAFETERIAS, DISCOTECAS",1757,8,4,304.78,38.35922,-0.50297
1504,2015,01/07/2019,31/12/2019,20.40,4,16,N,3,0,0,0,,,CAFET. CERVECERIA JULIVERT 2,"BARES, CAFETERIAS, DISCOTECAS",1757,8,4,304.78,38.35922,-0.50297
1506,2015,01/01/2019,30/06/2019,82.50,20,80,N,,2,2,0,,,EL SABOR DE LA EXPLANADA,"BARES, CAFETERIAS, DISCOTECAS",2700,28,1,2059.20,,
1506,2015,01/07/2019,31/12/2019,82.50,20,80,N,,2,2,0,,,EL SABOR DE LA EXPLANADA,"BARES, CAFETERIAS, DISCOTECAS",2700,28,1,2059.20,,
1507,2015,01/01/2019,31/07/2019,4.44,3,5,N,0,0,0,0,,,CERVECERIA ALBA,"BARES, CAFETERIAS, DISCOTECAS",2475,9,4,77.39,38.34210,-0.50099
1507,2015,22/08/2019,31/12/2019,4.44,3,5,N,0,0,0,0,,,CERVECERIA ALBA,"BARES, CAFETERIAS, DISCOTECAS",2475,9,4,55.28,38.34210,-0.50099
1510,2015,01/01/2019,30/06/2019,21.00,8,24,N,2,,0,0,,,CAFE BAR LA CORTE,"BARES, CAFETERIAS, DISCOTECAS",3182,8,4,313.74,38.36162,-0.49501
1510,2015,01/07/2019,31/12/2019,21.00,8,24,N,2,,0,0,,,CAFE BAR LA CORTE,"BARES, CAFETERIAS, DISCOTECAS",3182,8,4,313.74,38.36162,-0.49501
1516,2015,01/01/2019,31/12/2019,20.60,6,24,N,3,3,0,0,,,BAR CERVECERIA MUNICH,"BARES, CAFETERIAS, DISCOTECAS",5390,1,4,615.53,38.34592,-0.48296
1521,2015,01/01/2019,30/06/2019,90.00,20,76,N,5,7,2,8,,80 x 80 - 65 x 65,QUIOSCO EL REFUGIO,"BARES, CAFETERIAS, DISCOTECAS",358,1,1,2246.40,,
1521,2015,01/07/2019,31/12/2019,79.43,19,76,N,5,7,2,8,,,QUIOSCO EL REFUGIO,"BARES, CAFETERIAS, DISCOTECAS",358,1,1,1982.57,,
1523,2015,01/01/2019,30/06/2019,8.00,3,10,N,,,0,0,,,ALICANTE PIZZERIA,"BARES, CAFETERIAS, DISCOTECAS",1925,1,4,119.52,38.34686,-0.50752
1523,2015,01/07/2019,31/12/2019,8.00,3,10,N,,,0,0,,,ALICANTE PIZZERIA,"BARES, CAFETERIAS, DISCOTECAS",1925,1,4,119.52,38.34686,-0.50752
1531,2015,01/01/2019,31/07/2019,14.40,4,16,N,0,0,0,0,,,RESTAURANTE KEBAB HOUSE,HOSTELERIA Y RESTAURACION,5525,3,4,250.99,38.34724,-0.50094
1531,2015,01/08/2019,30/11/2019,14.40,4,16,N,0,0,0,0,,,RESTAURANTE KEBAB HOUSE,HOSTELERIA Y RESTAURACION,5525,3,4,143.42,38.34724,-0.50094
1536,2015,01/01/2019,31/07/2019,30.30,8,32,N,3,0,0,0,,,BAR CERVECERIA AL ANDALUS TAPAS,"BARES, CAFETERIAS, DISCOTECAS",2014,10,4,528.13,38.36260,-0.46761
1536,2015,01/08/2019,31/12/2019,30.30,8,32,N,3,0,0,0,,,BAR CERVECERIA AL ANDALUS TAPAS,"BARES, CAFETERIAS, DISCOTECAS",2014,10,4,377.24,38.36260,-0.46761
1539,2015,01/01/2019,31/10/2019,1.79,1,2,N,0,0,0,0,,,BAR GUILLERMO,"BARES, CAFETERIAS, DISCOTECAS",4650,21,4,44.57,,
1539,2015,01/11/2019,31/12/2019,1.79,1,2,N,0,0,0,0,,,BAR GUILLERMO,"BARES, CAFETERIAS, DISCOTECAS",4650,21,4,8.91,,
1542,2015,01/01/2019,30/06/2019,13.32,8,16,N,0,0,0,0,,,RESTAURANTE SALA ALMONTE,"BARES, CAFETERIAS, DISCOTECAS",5255,14,3,231.77,,
1543,2015,01/01/2019,28/02/2019,20.10,5,20,N,0,0,0,0,,,PIQUERAS ORAN,"BARES, CAFETERIAS, DISCOTECAS",4315,0,5,50.65,,
1543,2015,01/03/2019,30/06/2019,20.10,5,20,N,0,0,0,0,,,PIQUERAS ORAN,"BARES, CAFETERIAS, DISCOTECAS",4315,0,5,101.30,,
1543,2015,01/07/2019,31/10/2019,20.10,5,20,N,0,0,0,0,,,PIQUERAS ORAN,"BARES, CAFETERIAS, DISCOTECAS",4315,0,5,101.30,,
1543,2015,01/11/2019,31/12/2019,20.10,5,20,N,0,0,0,0,,,PIQUERAS ORAN,"BARES, CAFETERIAS, DISCOTECAS",4315,0,5,50.65,,
1545,2015,01/01/2019,31/05/2019,9.20,4,8,N,0,0,0,0,,,CAFETERIA BRAVO,"BARES, CAFETERIAS, DISCOTECAS",4350,28,2,152.26,38.34195,-0.49397
1545,2015,01/06/2019,31/10/2019,9.20,4,8,N,0,0,0,0,,,CAFETERIA BRAVO,"BARES, CAFETERIAS, DISCOTECAS",4350,28,2,152.26,38.34195,-0.49397
1545,2015,18/11/2019,31/12/2019,9.20,4,8,N,0,0,0,0,,,CAFETERIA BRAVO,"BARES, CAFETERIAS, DISCOTECAS",4350,28,2,60.90,38.34195,-0.49397
1546,2015,01/01/2019,30/11/2019,5.95,2,8,N,0,0,0,0,,,BAR BODEGA ADOLFO,"BARES, CAFETERIAS, DISCOTECAS",5485,17,4,162.97,38.34090,-0.50223
1547,2015,01/01/2019,30/04/2019,26.19,6,24,N,1,2,0,0,,,SYRAH WINE BAR,"BARES, CAFETERIAS, DISCOTECAS",1835,7,4,260.85,38.34469,-0.48519
1547,2015,01/05/2019,31/10/2019,26.19,6,24,N,1,2,0,0,,,SYRAH WINE BAR,"BARES, CAFETERIAS, DISCOTECAS",1835,7,4,391.28,38.34469,-0.48519
1547,2015,01/11/2019,31/12/2019,17.21,5,16,N,0,0,0,0,,,SYRAH WINE BAR,"BARES, CAFETERIAS, DISCOTECAS",1835,7,4,85.71,38.34469,-0.48519
1551,2015,01/01/2019,28/02/2019,58.00,19,66,N,6,,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",4592,1,4,288.84,38.35970,-0.48591
1551,2015,01/03/2019,30/06/2019,71.00,23,82,N,6,,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",4592,1,4,707.16,38.35970,-0.48591
1551,2015,01/07/2019,31/10/2019,71.00,23,82,N,6,,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",4592,1,4,707.16,38.35970,-0.48591
1551,2015,01/11/2019,31/12/2019,58.00,19,66,N,6,,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",4592,1,4,288.84,38.35970,-0.48591
1552,2015,01/01/2019,28/02/2019,56.00,16,64,N,4,0,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",1100,5,4,278.88,38.34171,-0.50888
1552,2015,01/03/2019,30/06/2019,82.00,23,92,N,6,0,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",1100,5,4,816.72,38.34171,-0.50888
1552,2015,01/07/2019,31/10/2019,82.00,23,92,N,6,0,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",1100,5,4,816.72,38.34171,-0.50888
1552,2015,01/11/2019,31/12/2019,56.00,16,64,N,4,0,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",1100,5,4,278.88,38.34171,-0.50888
1554,2015,01/01/2019,28/02/2019,56.00,19,64,N,,,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",5365,34,4,278.88,38.35874,-0.47782
1554,2015,01/03/2019,30/06/2019,114.00,39,128,N,6,,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",5365,34,4,1135.44,38.35874,-0.47782
1554,2015,01/07/2019,31/10/2019,114.00,39,128,N,6,,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",5365,34,4,1135.44,38.35874,-0.47782
1554,2015,01/11/2019,31/12/2019,56.00,19,64,N,,,0,0,,,CAFETERIA HELADERIA CAÑAVERAS,"BARES, CAFETERIAS, DISCOTECAS",5365,34,4,278.88,38.35874,-0.47782
1555,2015,01/01/2019,30/06/2019,6.50,4,8,N,0,0,0,0,,,CAFETERIA LA TABERNA DE BACCUS,"BARES, CAFETERIAS, DISCOTECAS",810,8,3,113.10,38.34561,-0.48817
1555,2015,01/07/2019,31/12/2019,6.50,4,8,N,0,0,0,0,,,CAFETERIA LA TABERNA DE BACCUS,"BARES, CAFETERIAS, DISCOTECAS",810,8,3,113.10,38.34561,-0.48817
1560,2015,01/01/2019,31/01/2019,22.40,12,24,N,2,0,0,0,,,PASTELERIA CAFETERIA LA MAS COQUETA,"BARES, CAFETERIAS, DISCOTECAS",5290,16,4,55.78,,
1562,2015,01/01/2019,31/10/2019,41.04,15,44,N,4,2,0,0,,,CERVECERIA SENTO ARCONADA ALBUFERA,"BARES, CAFETERIAS, DISCOTECAS",2272,3,4,1021.90,38.36437,-0.43149
1562,2015,01/11/2019,31/12/2019,41.04,15,44,N,4,2,0,0,,,CERVECERIA SENTO ARCONADA ALBUFERA,"BARES, CAFETERIAS, DISCOTECAS",2272,3,4,204.38,38.36437,-0.43149
1563,2015,01/01/2019,31/12/2019,14.00,4,14,N,0,0,0,0,"2,14 m. - 0,50 m.","0,70 m. lado",CAFETERIA PAN Y PILLAO,"BARES, CAFETERIAS, DISCOTECAS",2685,3,4,418.32,38.35514,-0.47597
1567,2015,01/01/2019,31/12/2019,28.00,12,36,N,,,0,0,,,PUB MULLIGANS,"BARES, CAFETERIAS, DISCOTECAS",5800,1,4,836.64,38.34680,-0.48480
1572,2015,01/01/2019,30/04/2019,50.00,10,40,N,,,0,0,,,AY CANDELA,"BARES, CAFETERIAS, DISCOTECAS",5525,3,4,498.00,38.34724,-0.50094
1572,2015,01/05/2019,31/08/2019,50.00,10,40,N,,,0,0,,,AY CANDELA,"BARES, CAFETERIAS, DISCOTECAS",5525,3,4,498.00,38.34724,-0.50094
1572,2015,01/09/2019,31/12/2019,50.00,10,40,N,,,0,0,,,AY CANDELA,"BARES, CAFETERIAS, DISCOTECAS",5525,3,4,498.00,38.34724,-0.50094
1580,2015,01/01/2019,30/06/2019,14.00,4,15,N,,2,0,0,,,RESTAURANTE LA TASCA DEL BARRIO,BARES,3090,22,4,209.16,38.34630,-0.48337
1580,2015,01/07/2019,31/12/2019,14.00,4,15,N,,2,0,0,,,RESTAURANTE LA TASCA DEL BARRIO,BARES,3090,22,4,209.16,38.34630,-0.48337
1581,2015,25/07/2019,31/10/2019,18.46,5,18,N,2,0,0,0,,,CAFETERIA SIETE LOUNGE BAR,"BARES, CAFETERIAS, DISCOTECAS",4653,7,4,183.86,38.36458,-0.46866
1581,2015,01/11/2019,31/12/2019,18.46,5,18,N,2,0,0,0,,,CAFETERIA SIETE LOUNGE BAR,"BARES, CAFETERIAS, DISCOTECAS",4653,7,4,91.93,38.36458,-0.46866
1585,2015,01/01/2019,30/06/2019,28.00,13,28,N,4,0,0,0,,,RESTAURANTE CAFETERIA LYS DE FRANCE,HOSTELERIA Y RESTAURACION,4222,5,4,418.32,38.36777,-0.41050
1590,2015,01/01/2019,30/04/2019,106.13,36,96,S,0,0,0,0,,,10 RESTAURANTE HAMBURGUESERIA MCDONALD'S,HOSTELERIA Y RESTAURACION,2700,8,1,2143.83,38.34377,-0.48245
1590,2015,01/05/2019,31/08/2019,106.13,36,96,S,0,0,0,0,,,10 RESTAURANTE HAMBURGUESERIA MCDONALD'S,HOSTELERIA Y RESTAURACION,2700,8,1,2143.83,38.34377,-0.48245
1590,2015,01/09/2019,31/12/2019,106.13,36,96,N,0,0,0,0,,,10 RESTAURANTE HAMBURGUESERIA MCDONALD'S,HOSTELERIA Y RESTAURACION,2700,8,1,1766.00,38.34377,-0.48245
1591,2015,01/01/2019,30/06/2019,9.00,4,8,N,2,0,1,0,,,CAFETERIA LA CUINA DE MARIETA,"BARES, CAFETERIAS, DISCOTECAS",4653,4,4,134.46,38.36463,-0.46977
1592,2015,01/01/2019,30/06/2019,15.13,6,16,N,1,1,1,0,,,BAR CERVECERIA CUATRO DUROS 2,"BARES, CAFETERIAS, DISCOTECAS",5290,7,4,226.04,,
1592,2015,01/07/2019,31/12/2019,15.13,6,16,N,1,1,1,0,,,BAR CERVECERIA CUATRO DUROS 2,"BARES, CAFETERIAS, DISCOTECAS",5290,7,4,226.04,,
1593,2015,01/01/2019,28/02/2019,12.00,3,12,N,1,0,0,0,,,CAFETERIA HELADERIA SURESTE,"BARES, CAFETERIAS, DISCOTECAS",2022,2,4,59.76,38.35896,-0.50491
1593,2015,01/03/2019,30/06/2019,40.00,10,40,N,3,0,0,0,,,CAFETERIA HELADERIA SURESTE,"BARES, CAFETERIAS, DISCOTECAS",2022,2,4,398.40,38.35896,-0.50491
1593,2015,01/07/2019,30/11/2019,40.00,10,40,N,3,0,0,0,,,CAFETERIA HELADERIA SURESTE,"BARES, CAFETERIAS, DISCOTECAS",2022,2,4,498.00,38.35896,-0.50491
1593,2015,01/12/2019,31/12/2019,12.00,3,12,N,1,0,0,0,,,CAFETERIA HELADERIA SURESTE,"BARES, CAFETERIAS, DISCOTECAS",2022,2,4,29.88,38.35896,-0.50491
1596,2016,01/01/2019,31/12/2019,3.06,2,4,N,,,0,0,,,BAR CERVECERIA MIGUEL,"BARES, CAFETERIAS, DISCOTECAS",565,3,4,91.43,38.34357,-0.50025
1597,2016,01/01/2019,30/06/2019,13.73,6,18,N,1,0,0,0,,,RESTAURANTE THE GAME,HOSTELERIA Y RESTAURACION,4222,5,4,205.13,38.36777,-0.41050
1597,2016,01/07/2019,31/12/2019,13.73,6,18,N,1,0,0,0,,,RESTAURANTE THE GAME,HOSTELERIA Y RESTAURACION,4222,5,4,205.13,38.36777,-0.41050
1598,2016,01/05/2019,31/08/2019,21.24,13,26,N,0,1,0,0,,,BAR LA FRESQUITA,HOSTELERIA Y RESTAURACION,1480,1,3,246.38,38.34415,-0.48423
1598,2016,01/09/2019,31/12/2019,21.24,13,26,N,0,1,0,0,,,BAR LA FRESQUITA,HOSTELERIA Y RESTAURACION,1480,1,3,246.38,38.34415,-0.48423
1599,2016,01/01/2019,30/06/2019,20.83,5,20,N,2,,0,0,,,KEBAB CIRTA,HOSTELERIA Y RESTAURACION,2307,1,4,311.20,38.36471,-0.49466
1599,2016,01/07/2019,31/12/2019,20.83,5,20,N,2,,0,0,,,KEBAB CIRTA,HOSTELERIA Y RESTAURACION,2307,1,4,311.20,38.36471,-0.49466
1601,2016,01/01/2019,30/06/2019,48.00,12,48,S,0,0,0,0,,,BAR RESTAURANTE NOU COLLONET,HOSTELERIA Y RESTAURACION,1040,27,4,872.64,38.16605,-0.48049
1601,2016,01/07/2019,31/12/2019,48.00,12,48,S,0,0,0,0,,,BAR RESTAURANTE NOU COLLONET,HOSTELERIA Y RESTAURACION,1040,27,4,872.64,38.16605,-0.48049
1604,2016,01/01/2019,31/12/2019,29.60,8,32,N,2,2,0,0,,,CAFE PUB LA PLATA,"BARES, CAFETERIAS, DISCOTECAS",4920,3,4,884.45,,
1605,2016,01/01/2019,28/02/2019,16.77,5,19,N,2,,0,0,,,RESTAURANTE HAMBURGUESERIA PACO ALONSO,"BARES, CAFETERIAS, DISCOTECAS",2980,125,4,83.51,38.36385,-0.48309
1605,2016,01/03/2019,30/04/2019,32.62,10,39,N,2,,0,0,,,RESTAURANTE HAMBURGUESERIA PACO ALONSO,"BARES, CAFETERIAS, DISCOTECAS",2980,125,4,162.45,38.36385,-0.48309
1605,2016,01/05/2019,31/08/2019,32.62,10,39,N,2,,0,0,,,RESTAURANTE HAMBURGUESERIA PACO ALONSO,"BARES, CAFETERIAS, DISCOTECAS",2980,125,4,324.90,38.36385,-0.48309
1605,2016,01/09/2019,31/10/2019,32.62,10,39,N,2,,0,0,,,RESTAURANTE HAMBURGUESERIA PACO ALONSO,"BARES, CAFETERIAS, DISCOTECAS",2980,125,4,162.45,38.36385,-0.48309
1605,2016,01/11/2019,31/12/2019,16.77,5,19,N,2,,0,0,,,RESTAURANTE HAMBURGUESERIA PACO ALONSO,"BARES, CAFETERIAS, DISCOTECAS",2980,125,4,83.51,38.36385,-0.48309
1607,2016,01/01/2019,30/06/2019,42.77,10,40,N,2,0,0,0,,,KEBAB FAMILY,"BARES, CAFETERIAS, DISCOTECAS",3435,8,4,638.98,,
1608,2016,01/01/2019,30/11/2019,17.48,5,18,N,0,0,0,0,,,KEBAP AUTENTICO,"BARES, CAFETERIAS, DISCOTECAS",2261,14,4,478.78,38.36792,-0.43426
1609,2016,01/01/2019,30/06/2019,29.40,10,30,N,3,0,0,0,,,RESTAURANTE KEBAB GRAN VIA,HOSTELERIA Y RESTAURACION,2050,10,4,439.24,,
1610,2016,01/01/2019,30/06/2019,52.00,13,52,N,2,2,1,0,,,RESTAURANTE CERVECERIA LA PIAZZA,HOSTELERIA Y RESTAURACION,50,1,4,776.88,38.34531,-0.48294
1610,2016,01/07/2019,31/12/2019,52.00,13,52,N,2,2,1,0,,,RESTAURANTE CERVECERIA LA PIAZZA,HOSTELERIA Y RESTAURACION,50,1,4,776.88,38.34531,-0.48294
1611,2016,01/01/2019,31/12/2019,12.58,4,14,N,1,0,0,0,,,CAFETERIA BAR LOS CEREZOS,"BARES, CAFETERIAS, DISCOTECAS",4653,2,4,375.89,38.36545,-0.47088
1612,2016,01/01/2019,28/02/2019,7.69,4,8,N,2,,0,0,,,BAR CAFETERIA SEGURA,"BARES, CAFETERIAS, DISCOTECAS",1325,8,5,19.38,38.36786,-0.48226
1612,2016,01/04/2019,31/12/2019,5.85,4,8,N,0,0,0,0,,,BAR CAFETERIA SEGURA,"BARES, CAFETERIAS, DISCOTECAS",1325,8,5,66.34,38.36786,-0.48226
1613,2016,01/01/2019,31/05/2019,9.31,5,10,N,0,0,0,0,,,CERVECERIA RESTAURANTE SENTO,"BARES, CAFETERIAS, DISCOTECAS",1576,2,4,115.91,,
1613,2016,01/06/2019,31/12/2019,9.31,5,10,N,0,0,0,0,,,CERVECERIA RESTAURANTE SENTO,"BARES, CAFETERIAS, DISCOTECAS",1576,2,4,162.27,,
1614,2016,01/01/2019,31/12/2019,12.06,3,12,N,0,0,0,0,,,CAFETERIA PANADERIA COFFEE TIME,"BARES, CAFETERIAS, DISCOTECAS",3090,26,4,360.35,38.34651,-0.48351
1616,2016,01/01/2019,30/04/2019,42.66,10,40,N,4,,0,0,,,CAFETERIA EL RINCON DE DOMI,"BARES, CAFETERIAS, DISCOTECAS",4023,30,4,424.89,38.33810,-0.50761
1616,2016,01/05/2019,31/08/2019,42.66,10,40,N,4,,0,0,,,CAFETERIA EL RINCON DE DOMI,"BARES, CAFETERIAS, DISCOTECAS",4023,30,4,424.89,38.33810,-0.50761
1616,2016,01/09/2019,31/12/2019,42.66,10,40,N,4,,0,0,,,CAFETERIA EL RINCON DE DOMI,"BARES, CAFETERIAS, DISCOTECAS",4023,30,4,424.89,38.33810,-0.50761
