EXPEDIENTE,ANO_EXPE,AUTORI_D,AUTORI_H,METROS,MESAS,SILLAS,TOLDOS,SOMBRILLAS,ESTUFAS,MENU,JARDINERAS,PEATONES,DIM_MESAS,NOMBRE,DESCRIPCION,CCODVIA,NUMERO,CAT_IAE,PRECIO,LATITUD,LONGITUD
1959,2018,01/06/2019,30/11/2019,14.61,6,16,N,1,0,1,0,,,CAFETERIA  PANADERIA GRANIER,"BARES, CAFETERIAS, DISCOTECAS",520,39,2,290.15,38.34640,-0.48916
1959,2018,01/12/2019,31/12/2019,14.61,6,16,N,1,0,1,0,,,CAFETERIA  PANADERIA GRANIER,"BARES, CAFETERIAS, DISCOTECAS",520,39,2,48.36,38.34640,-0.48916
1960,2018,01/01/2019,30/06/2019,19.26,6,20,N,2,0,0,0,,,SALON LOUNGE DICKENS,"BARES, CAFETERIAS, DISCOTECAS",1835,9,4,287.74,38.34480,-0.48524
1960,2018,01/07/2019,31/12/2019,19.26,6,20,N,2,0,0,0,,,SALON LOUNGE DICKENS,"BARES, CAFETERIAS, DISCOTECAS",1835,9,4,287.74,38.34480,-0.48524
1962,2018,01/01/2019,31/01/2019,22.05,6,24,N,1,0,0,0,,,BAR CAFETERIA EL TALLER,"BARES, CAFETERIAS, DISCOTECAS",1835,22,4,54.90,38.34521,-0.48528
1963,2018,21/05/2019,31/08/2019,22.88,5,20,N,2,0,0,0,,,PIZZERIA KEBAB BSAIRI,HOSTELERIA Y RESTAURACION,2301,12,5,115.32,38.36788,-0.48286
1963,2018,01/09/2019,31/12/2019,22.88,5,20,N,2,0,0,0,,,PIZZERIA KEBAB BSAIRI,HOSTELERIA Y RESTAURACION,2301,12,5,115.32,38.36788,-0.48286
1965,2018,01/01/2019,30/06/2019,21.00,6,20,N,3,0,0,0,,,CAFETERIA SANTA MARIA GOURMET,CAFETERIAS,5480,1,4,313.74,38.34597,-0.47963
1967,2018,01/01/2019,31/12/2019,19.48,5,20,N,3,0,0,0,,,BAR AURELIO,"BARES, CAFETERIAS, DISCOTECAS",2750,34,4,582.06,,
1968,2018,01/01/2019,30/06/2019,24.00,8,24,N,3,2,0,0,,,BAR CAFETERIA SAMPA PICNIC,CAFETERIAS,3490,27,4,358.56,,
1968,2018,01/07/2019,31/12/2019,24.00,8,24,N,3,2,0,0,,,BAR CAFETERIA SAMPA PICNIC,CAFETERIAS,3490,27,4,358.56,,
1969,2018,01/01/2019,30/04/2019,30.03,6,24,N,4,0,0,0,,,PIZZERIA GINEVRA,BARES,2415,45,4,299.10,,
1969,2018,01/05/2019,31/08/2019,30.03,6,24,N,4,0,0,0,,,PIZZERIA GINEVRA,BARES,2415,45,4,299.10,,
1969,2018,01/09/2019,31/12/2019,30.03,6,24,N,4,0,0,0,,,PIZZERIA GINEVRA,BARES,2415,45,4,299.10,,
1970,2018,01/01/2019,30/04/2019,42.24,10,40,N,3,2,0,0,,,BAR VERMUTERIA LA PUCELANA,BARES,345,4,4,420.71,38.36677,-0.47089
1970,2018,01/05/2019,31/08/2019,42.24,10,40,N,3,2,0,0,,,BAR VERMUTERIA LA PUCELANA,BARES,345,4,4,420.71,38.36677,-0.47089
1970,2018,01/09/2019,31/12/2019,42.24,10,40,N,3,2,0,0,,,BAR VERMUTERIA LA PUCELANA,BARES,345,4,4,420.71,38.36677,-0.47089
1971,2018,01/01/2019,30/06/2019,32.50,8,32,N,4,0,0,0,,,RESTAURANTE CHEN QUE BO,HOSTELERIA Y RESTAURACION,2430,4,4,485.55,38.35137,-0.49686
1971,2018,01/07/2019,31/12/2019,32.50,8,32,N,4,0,0,0,,,RESTAURANTE CHEN QUE BO,HOSTELERIA Y RESTAURACION,2430,4,4,485.55,38.35137,-0.49686
1974,2018,01/01/2019,30/04/2019,24.00,6,24,N,0,0,0,0,,,BAR JULIO MINGOT,BARES,1819,53,4,239.04,38.36235,-0.49327
1975,2018,01/08/2019,31/12/2019,3.72,1,4,N,0,0,0,0,,,BAR LIBRA,"BARES, CAFETERIAS, DISCOTECAS",3695,12,4,46.31,38.34542,-0.50847
1976,2018,09/09/2019,31/12/2019,14.70,5,16,N,0,0,0,0,,,LA TABERNA DEL MAR,HOSTELERIA Y RESTAURACION,2895,15,4,146.41,38.34369,-0.48539
1977,2018,01/01/2019,30/06/2019,14.00,4,14,N,2,0,0,0,,,RESTAURANTE ARACATACA,HOSTELERIA Y RESTAURACION,375,1,4,209.16,38.34354,-0.49624
1977,2018,01/07/2019,31/12/2019,14.00,4,14,N,2,0,0,0,,,RESTAURANTE ARACATACA,HOSTELERIA Y RESTAURACION,375,1,4,209.16,38.34354,-0.49624
1979,2018,01/01/2019,30/04/2019,28.80,8,28,N,2,2,0,0,,,RESTAURANTE BIGOLI,BARES,516,6,4,286.85,38.34572,-0.48513
1979,2018,01/05/2019,31/08/2019,28.80,8,28,N,2,2,0,0,,,RESTAURANTE BIGOLI,BARES,516,6,1,479.23,38.34572,-0.48513
1979,2018,01/09/2019,31/12/2019,28.80,8,28,N,2,2,0,0,,,RESTAURANTE BIGOLI,BARES,516,6,4,286.85,38.34572,-0.48513
1981,2018,01/01/2019,30/06/2019,27.43,7,28,N,2,2,1,0,,,RESTAURANTE TABERNA RINCON DE MIGUEL,RESTAURANTES,4653,14,4,409.80,38.36282,-0.46740
1981,2018,01/07/2019,31/12/2019,27.43,7,28,N,2,2,1,0,,,RESTAURANTE TABERNA RINCON DE MIGUEL,RESTAURANTES,4653,14,4,409.80,38.36282,-0.46740
1982,2018,01/01/2019,30/06/2019,12.60,3,12,N,2,0,0,0,,,LOS MANUELES,BARES,1973,3,5,95.26,,
1982,2018,01/07/2019,31/12/2019,12.60,3,12,N,2,0,0,0,,,LOS MANUELES,BARES,1973,3,5,95.26,,
1983,2018,01/08/2019,31/12/2019,7.77,4,8,N,,,0,0,,"0,60 M",CAFETERIA MON P`TI CAFE,CAFETERIAS,810,15,3,112.67,38.34635,-0.48863
1984,2018,01/01/2019,31/07/2019,18.12,6,16,N,2,0,1,0,,,CAFETERIA BAR SOME CAKE,BARES,4000,10,2,419.84,38.34452,-0.48316
1984,2018,01/08/2019,31/12/2019,18.12,6,16,N,2,0,1,0,,,CAFETERIA BAR SOME CAKE,BARES,4000,10,2,299.89,38.34452,-0.48316
1985,2018,01/06/2019,31/12/2019,26.88,8,16,N,2,0,0,0,,,RESTAURANTE GINOS,RESTAURANTES,345,6,4,468.52,38.36545,-0.47128
1986,2018,01/06/2019,31/12/2019,14.61,12,24,N,3,0,0,0,,,RESTAURANTE VIPS SMART,RESTAURANTES,345,7,4,254.65,38.36569,-0.47202
1987,2018,01/01/2019,30/06/2019,22.00,11,22,N,2,2,0,0,,,RESTAURANTE LA CASA DE LEO,HOSTELERIA Y RESTAURACION,5290,12,4,328.68,,
1987,2018,01/07/2019,31/12/2019,22.00,11,22,N,2,2,0,0,,,RESTAURANTE LA CASA DE LEO,HOSTELERIA Y RESTAURACION,5290,12,4,328.68,,
1989,2018,01/01/2019,30/06/2019,16.48,5,16,N,2,0,0,0,,,CAFETERIA CERVECERIA ROMERO,"BARES, CAFETERIAS, DISCOTECAS",710,1,4,246.21,38.35955,-0.48042
1989,2018,01/07/2019,31/12/2019,16.48,5,16,N,2,0,0,0,,,CAFETERIA CERVECERIA ROMERO,"BARES, CAFETERIAS, DISCOTECAS",710,1,4,246.21,38.35955,-0.48042
1990,2018,01/01/2019,31/12/2019,81.00,20,80,N,4,2,0,4,,,CAFETERIA HELADERIA QUIOSCO GOMIZ,"BARES, CAFETERIAS, DISCOTECAS",3140,0,4,2420.28,,
1991,2018,07/08/2019,31/12/2019,7.00,2,8,N,0,0,0,0,,,CAFETERIA TETERIA DARKUM SHISHA,CAFETERIAS,5435,33,2,115.85,38.34972,-0.48496
1994,2018,01/01/2019,30/06/2019,10.54,6,12,N,0,2,0,0,,,RESTAURANTE SUMISURA,HOSTELERIA Y RESTAURACION,5255,15,3,183.40,,
1994,2018,01/07/2019,31/12/2019,10.54,6,12,N,0,2,0,0,,,RESTAURANTE SUMISURA,HOSTELERIA Y RESTAURACION,5255,15,3,183.40,,
1997,2018,01/07/2019,31/12/2019,8.35,4,8,N,2,0,0,0,"2,23 m.","0,70 x 0,70 m.",CAFETERIA RINCON DE NADIYA,CAFETERIAS,2420,6,1,208.42,38.34059,-0.48775
1998,2018,21/05/2019,31/12/2019,3.92,3,6,N,0,0,0,0,,,PUB LA REPUBLICA,PUB,2980,128,4,78.09,38.36478,-0.48294
2000,2018,01/01/2019,30/04/2019,12.00,3,12,N,1,,0,0,,"0,80x0,80",RESTAURANTE THE PLACE IN THE CORNER,"BARES, CAFETERIAS, DISCOTECAS",5515,3,4,119.52,38.34564,-0.48174
2000,2018,01/05/2019,31/10/2019,12.00,3,12,N,1,,0,0,,"0,80x0,80",RESTAURANTE THE PLACE IN THE CORNER,"BARES, CAFETERIAS, DISCOTECAS",5515,3,4,179.28,38.34564,-0.48174
2001,2018,01/01/2019,31/03/2019,39.48,10,40,N,4,0,1,0,,,CHOCOLATERIA HELADERIA CHOCOLATES VALOR,"BARES, CAFETERIAS, DISCOTECAS",4222,3,4,294.92,38.36617,-0.41058
2001,2018,01/04/2019,30/09/2019,39.48,10,40,N,4,0,1,0,,,CHOCOLATERIA HELADERIA CHOCOLATES VALOR,"BARES, CAFETERIAS, DISCOTECAS",4222,3,4,589.83,38.36617,-0.41058
2003,2018,01/05/2019,31/10/2019,11.34,3,12,N,2,0,0,0,,,TAPERIA CROQUETERIA LA TITA,"BARES, CAFETERIAS, DISCOTECAS",4552,13,4,169.42,38.33277,-0.50857
2006,2018,28/11/2019,31/12/2019,14.42,6,15,N,1,0,0,0,,,HIGO PICO ITALIAN TAPAS,RESTAURANTES,6140,7,4,71.81,38.34595,-0.48081
2008,2018,01/01/2019,30/04/2019,16.00,4,16,N,0,0,0,0,,,CAFETERIA BUENOS DIAS,CAFETERIAS,1002,7,4,159.36,38.36096,-0.42888
2008,2018,01/05/2019,31/10/2019,19.00,6,24,N,2,0,0,0,,,CAFETERIA BUENOS DIAS,CAFETERIAS,1002,7,4,283.86,38.36096,-0.42888
2008,2018,01/11/2019,31/12/2019,16.00,4,16,N,0,0,0,0,,,CAFETERIA BUENOS DIAS,CAFETERIAS,1002,7,4,79.68,38.36096,-0.42888
2009,2018,01/01/2019,30/06/2019,52.00,14,52,N,3,2,0,0,,,CAFE BAR BEETHOVEN,BARES,2100,52,4,776.88,38.35093,-0.49655
2009,2018,01/07/2019,31/12/2019,52.00,14,52,N,3,2,0,0,,,CAFE BAR BEETHOVEN,BARES,2100,52,4,776.88,38.35093,-0.49655
2010,2018,01/01/2019,30/04/2019,21.38,6,22,N,2,0,0,0,,,CAFETERIA THE OLD BAR,CAFETERIAS,2295,41,4,212.94,38.34970,-0.48435
2010,2018,01/05/2019,31/10/2019,21.38,6,22,N,2,0,0,0,,,CAFETERIA THE OLD BAR,CAFETERIAS,2295,41,4,319.42,38.34970,-0.48435
2010,2018,01/11/2019,31/12/2019,21.38,6,22,N,2,0,0,0,,,CAFETERIA THE OLD BAR,CAFETERIAS,2295,41,4,106.47,38.34970,-0.48435
2011,2018,21/05/2019,31/08/2019,26.77,6,24,N,3,3,0,0,,,BISTRO BAR ALAMBIQUE,RESTAURANTES,3999,4,4,266.63,,
2011,2018,01/09/2019,31/12/2019,26.77,6,24,N,3,3,0,0,,,BISTRO BAR ALAMBIQUE,RESTAURANTES,3999,4,4,266.63,,
2013,2018,25/07/2019,31/12/2019,15.85,4,16,N,2,0,0,0,,,LA PECERA DE BIBI,CAFETERIAS,6017,13,4,236.80,38.36629,-0.49135
2015,2018,06/08/2019,31/12/2019,15.27,4,16,N,3,0,0,0,,,HELADERIA CAFETERIA ANTIU XIXONA,CAFETERIAS,3985,20,4,190.11,,
2016,2018,01/01/2019,28/02/2019,12.50,6,12,N,2,0,0,0,,,LA BOUTIQUE CHURROS & CAFE,CHURRERIAS,2115,84,4,62.25,38.36238,-0.41726
2016,2018,01/03/2019,30/06/2019,12.50,6,12,N,2,0,0,0,,,LA BOUTIQUE CHURROS & CAFE,CHURRERIAS,2115,84,4,124.50,38.36238,-0.41726
2016,2018,01/07/2019,31/10/2019,12.50,6,12,N,2,0,0,0,,,LA BOUTIQUE CHURROS & CAFE,CHURRERIAS,2115,84,4,124.50,38.36238,-0.41726
2016,2018,01/11/2019,31/12/2019,12.50,6,12,N,2,0,0,0,,,LA BOUTIQUE CHURROS & CAFE,CHURRERIAS,2115,84,4,62.25,38.36238,-0.41726
2018,2018,01/01/2019,31/01/2019,12.75,10,20,N,1,2,0,0,,,LA CASA DE LA PIZZA,BARES,5195,1,4,31.75,38.34578,-0.48164
2018,2018,01/02/2019,30/06/2019,12.75,10,20,N,1,2,0,0,,,LA CASA DE LA PIZZA,BARES,5195,1,4,158.74,38.34578,-0.48164
2018,2018,01/07/2019,31/12/2019,12.75,10,20,N,1,2,0,0,,,LA CASA DE LA PIZZA,BARES,5195,1,4,190.49,38.34578,-0.48164
2019,2018,01/06/2019,30/09/2019,70.00,18,70,N,4,0,0,0,,,CAFETERIA MARI CARMEN,BARES,2239,9,4,697.20,,
2019,2018,01/10/2019,31/12/2019,40.00,10,40,N,2,0,0,0,,,CAFETERIA MARI CARMEN,BARES,2239,9,4,298.80,,
2020,2018,15/07/2019,31/12/2019,18.18,4,16,N,2,0,0,0,,"0,70 x 0,70 m.",GELATERIA & CAFE ROSS,"BARES, CAFETERIAS, DISCOTECAS",1835,14,4,271.61,38.34472,-0.48505
2022,2018,01/01/2019,30/04/2019,37.52,12,36,N,3,0,0,0,,,CAFÉ PUB BUBYSTON,BARES,4545,32,4,373.70,38.36236,-0.47928
2022,2018,01/05/2019,31/08/2019,37.52,12,36,N,3,0,0,0,,,CAFÉ PUB BUBYSTON,BARES,4545,32,4,373.70,38.36236,-0.47928
2022,2018,01/09/2019,31/12/2019,37.52,12,36,N,3,0,0,0,,,CAFÉ PUB BUBYSTON,BARES,4545,32,4,373.70,38.36236,-0.47928
2023,2018,01/01/2019,30/04/2019,33.00,7,26,N,2,0,0,0,,,BAR COSTABLANCA,BARES,3879,17,4,328.68,,
2023,2018,01/05/2019,31/10/2019,33.00,7,26,N,2,0,0,0,,,BAR COSTABLANCA,BARES,3879,17,4,493.02,,
2027,2018,01/01/2019,30/06/2019,15.13,5,18,N,1,1,0,0,,,CAFETERIA BLACK ROSE,"BARES, CAFETERIAS, DISCOTECAS",5290,5,4,226.04,38.34542,-0.48580
2027,2018,01/07/2019,31/12/2019,15.13,5,18,N,1,1,0,0,,,CAFETERIA BLACK ROSE,"BARES, CAFETERIAS, DISCOTECAS",5290,5,4,226.04,38.34542,-0.48580
2028,2018,01/01/2019,31/01/2019,9.18,6,12,N,,1,0,0,,,RESTAURANTE VIA FELICE,RESTAURANTES,5255,15,3,26.62,,
2028,2018,01/02/2019,31/05/2019,9.18,6,12,N,,1,0,0,,,RESTAURANTE VIA FELICE,RESTAURANTES,5255,15,3,106.49,,
2028,2018,01/06/2019,30/09/2019,9.18,6,12,N,,1,0,0,,,RESTAURANTE VIA FELICE,RESTAURANTES,5255,15,3,106.49,,
2029,2018,21/05/2019,31/12/2019,38.78,9,36,N,5,0,0,0,,,100 MONTADITOS,RESTAURANTES,4653,13,4,772.50,38.36287,-0.46633
2030,2018,07/02/2019,30/06/2019,14.20,5,18,N,2,,0,0,,,BAR CERVECERIA LA GRAN JARRA,"BARES, CAFETERIAS, DISCOTECAS",2750,36,4,176.79,,
2030,2018,01/07/2019,31/12/2019,14.20,5,18,N,2,,0,0,,,BAR CERVECERIA LA GRAN JARRA,"BARES, CAFETERIAS, DISCOTECAS",2750,36,4,212.15,,
2031,2018,01/02/2019,30/06/2019,9.23,3,10,N,1,0,0,0,,,BAR PIZZERIA MIO CUGINO,"BARES, CAFETERIAS, DISCOTECAS",6050,4,4,114.91,38.34536,-0.48511
2031,2018,01/07/2019,31/12/2019,9.23,3,10,N,1,0,0,0,,,BAR PIZZERIA MIO CUGINO,"BARES, CAFETERIAS, DISCOTECAS",6050,4,4,137.90,38.34536,-0.48511
2032,2018,28/05/2019,31/12/2019,16.13,3,6,N,0,0,0,0,,,PANADERIA CAFETERIA EL MOLI PAN Y CAFE,"BARES, CAFETERIAS, DISCOTECAS",5485,6,4,321.31,,
2033,2018,01/06/2019,30/09/2019,4.95,2,4,N,0,0,0,0,,,ORXATERIES XIXONA,HELADERIAS,247,4,4,49.30,,
2035,2018,01/02/2019,31/12/2019,22.05,6,24,N,1,,0,0,,"0,60",BAR CAFETERIA LA MAMBA,"BARES, CAFETERIAS, DISCOTECAS",1835,22,4,603.95,38.34521,-0.48528
2036,2018,01/01/2019,31/12/2019,31.00,12,33,N,2,1,1,0,,,CAFE BAR THE DUKE,BARES,3740,8,1,1547.52,38.34553,-0.49106
2038,2018,01/01/2019,31/03/2019,32.44,8,28,N,2,3,0,0,,,BAR RESTAURANTE TEMPLO,HOSTELERIA Y RESTAURACION,505,7,1,404.85,,
2038,2018,01/04/2019,31/07/2019,32.44,8,28,N,2,3,0,0,,,BAR RESTAURANTE TEMPLO,HOSTELERIA Y RESTAURACION,505,7,1,539.80,,
2038,2018,01/08/2019,30/11/2019,32.44,8,28,N,2,3,0,0,,,BAR RESTAURANTE TEMPLO,HOSTELERIA Y RESTAURACION,505,7,1,539.80,,
2038,2018,01/12/2019,31/12/2019,32.44,8,28,N,2,3,0,0,,,BAR RESTAURANTE TEMPLO,HOSTELERIA Y RESTAURACION,505,7,1,134.95,,
2039,2018,01/01/2019,30/04/2019,14.16,4,16,N,3,0,0,0,,,"PANAD., PASTEL. Y CAFETERIA MAR DE PAN",PANADERIAS,3005,5,4,141.03,,
2039,2018,01/05/2019,31/10/2019,14.16,4,16,N,3,0,0,0,,,"PANAD., PASTEL. Y CAFETERIA MAR DE PAN",PANADERIAS,3005,5,4,211.55,,
2039,2018,01/11/2019,31/12/2019,14.16,4,16,N,3,0,0,0,,,"PANAD., PASTEL. Y CAFETERIA MAR DE PAN",PANADERIAS,3005,5,4,70.52,,
2040,2018,01/01/2019,30/06/2019,13.20,3,12,N,0,0,0,8,,,CAFETERIA BAR BLUES CAFE,BARES,2650,5,2,262.15,38.35186,-0.48543
2040,2018,01/07/2019,31/12/2019,13.20,3,12,N,0,0,0,8,,,CAFETERIA BAR BLUES CAFE,BARES,2650,5,2,262.15,38.35186,-0.48543
2041,2018,01/01/2019,28/02/2019,25.38,7,26,N,2,0,1,0,,,CAFETERIA RESTAURANTE PLAZA2,HOSTELERIA Y RESTAURACION,1093,2,4,126.39,38.34507,-0.48079
2041,2018,01/03/2019,31/10/2019,50.75,13,52,N,4,0,1,0,,,CAFETERIA RESTAURANTE PLAZA2,HOSTELERIA Y RESTAURACION,1093,2,4,1010.94,38.34507,-0.48079
2041,2018,01/11/2019,31/12/2019,25.38,7,26,N,2,0,1,0,,,CAFETERIA RESTAURANTE PLAZA2,HOSTELERIA Y RESTAURACION,1093,2,4,126.39,38.34507,-0.48079
2042,2018,24/09/2019,31/12/2019,23.50,6,24,N,3,0,2,0,,,BAR POMODORO,BARES,4000,37,2,311.14,38.34659,-0.48467
2043,2018,01/01/2019,30/06/2019,24.00,6,24,N,2,1,0,0,,,PANADERIA CAFETERIA LOS ANGELES,CAFETERIAS,3545,1,4,358.56,38.36338,-0.49367
2043,2018,01/07/2019,31/12/2019,24.00,6,24,N,2,1,0,0,,,PANADERIA CAFETERIA LOS ANGELES,CAFETERIAS,3545,1,4,358.56,38.36338,-0.49367
2044,2018,01/01/2019,30/06/2019,44.70,11,40,N,4,0,0,0,,,PAUSA SPORT BAR,CAFETERIAS,5882,36,4,667.82,38.36659,-0.42534
2044,2018,01/07/2019,31/12/2019,44.70,11,40,N,4,0,0,0,,,PAUSA SPORT BAR,CAFETERIAS,5882,36,4,667.82,38.36659,-0.42534
2046,2018,01/09/2019,31/12/2019,1.32,1,1,N,0,0,0,0,,"0,50 x 0,50 m.",PURPURA PROJECT,BARES,5195,2,4,13.15,38.34574,-0.48156
2047,2018,09/05/2019,31/12/2019,7.77,4,12,N,0,0,0,0,,,PANADERIA PASTELERIA SALT IN CAKE,CAFETERIAS,3289,28,4,154.78,,
2048,2018,01/01/2019,31/12/2019,20.70,10,24,N,1,0,0,0,,,TAPERÍA LU & LU,"BARES, CAFETERIAS, DISCOTECAS",1835,32,4,618.52,38.34587,-0.48558
2049,2018,01/01/2019,30/04/2019,22.40,12,24,N,2,0,0,0,,,CAFETERIA LA MAS COQUETA,CAFETERIAS,5290,16,4,223.10,,
2049,2018,01/05/2019,31/08/2019,22.40,12,24,N,2,0,0,0,,,CAFETERIA LA MAS COQUETA,CAFETERIAS,5290,16,4,223.10,,
2049,2018,01/09/2019,31/12/2019,22.40,12,24,N,2,0,0,0,,,CAFETERIA LA MAS COQUETA,CAFETERIAS,5290,16,4,223.10,,
2051,2018,01/01/2019,30/06/2019,16.00,8,16,N,2,2,1,0,,,BAR CAFE BODEGUITA DE CORREOS,"BARES, CAFETERIAS, DISCOTECAS",2895,1,4,239.04,,
2051,2018,01/07/2019,31/12/2019,16.00,8,16,N,2,2,1,0,,,BAR CAFE BODEGUITA DE CORREOS,"BARES, CAFETERIAS, DISCOTECAS",2895,1,4,239.04,,
2052,2018,15/01/2019,30/04/2019,19.00,5,18,N,3,2,0,0,,,BAR CAFE MIRO,"BARES, CAFETERIAS, DISCOTECAS",2895,5,4,189.24,38.34301,-0.48494
2052,2018,01/05/2019,31/08/2019,19.78,5,18,N,3,2,1,0,,,BAR CAFE MIRO,"BARES, CAFETERIAS, DISCOTECAS",2895,5,4,197.01,38.34301,-0.48494
2052,2018,01/09/2019,31/12/2019,19.78,5,18,N,3,2,1,0,,,BAR CAFE MIRO,"BARES, CAFETERIAS, DISCOTECAS",2895,5,4,197.01,38.34301,-0.48494
2054,2018,01/01/2019,30/04/2019,19.64,8,18,N,3,2,0,0,,"0,70",RESTAURANTE BAR PLAZA DE ESPAÑA,HOSTELERIA Y RESTAURACION,2650,4,2,260.03,38.35163,-0.48541
2054,2018,01/05/2019,31/08/2019,19.64,8,18,N,3,2,0,0,,"0,70",RESTAURANTE BAR PLAZA DE ESPAÑA,HOSTELERIA Y RESTAURACION,2650,4,2,260.03,38.35163,-0.48541
2054,2018,01/09/2019,31/12/2019,19.64,8,18,N,3,2,0,0,,"0,70",RESTAURANTE BAR PLAZA DE ESPAÑA,HOSTELERIA Y RESTAURACION,2650,4,2,260.03,38.35163,-0.48541
2055,2018,01/01/2019,30/04/2019,7.52,3,12,N,1,,0,0,"2,20 m","0,60 diametro.",CAFETERIA HELADERIA LU,"BARES, CAFETERIAS, DISCOTECAS",1495,26,2,99.56,38.34995,-0.48553
2055,2018,01/05/2019,31/08/2019,7.52,3,12,N,1,,0,0,"2,20","0,60",CAFETERIA HELADERIA LU,"BARES, CAFETERIAS, DISCOTECAS",1495,26,2,99.56,38.34995,-0.48553
2055,2018,01/09/2019,31/12/2019,7.52,3,12,N,1,,0,0,"2,20","0,60",CAFETERIA HELADERIA LU,"BARES, CAFETERIAS, DISCOTECAS",1495,26,2,99.56,38.34995,-0.48553
2057,2018,21/05/2019,31/12/2019,15.12,5,14,N,0,0,0,0,,,PIZZERIA + QUE PIZZA,PIZZERIAS,1279,1,4,301.19,38.36695,-0.47157
2058,2018,14/01/2019,30/04/2019,33.45,9,34,N,2,3,0,0,,,CAFETERIA CONFITERIA FRESH AND NAT,CAFETERIAS,520,46,2,442.88,38.34659,-0.48956
2058,2018,01/05/2019,31/08/2019,33.45,9,34,N,2,3,0,0,,,CAFETERIA CONFITERIA FRESH AND NAT,CAFETERIAS,520,46,2,442.88,38.34659,-0.48956
2058,2018,01/09/2019,31/12/2019,33.45,9,34,N,2,3,0,0,,,CAFETERIA CONFITERIA FRESH AND NAT,CAFETERIAS,520,46,2,442.88,38.34659,-0.48956
2059,2019,01/02/2019,31/12/2019,15.75,6,22,N,1,1,0,0,,,BAR CAFETERIA IMPROBABLE,"BARES, CAFETERIAS, DISCOTECAS",1835,32,4,431.39,38.34587,-0.48558
2060,2019,01/07/2019,31/12/2019,12.00,3,12,N,2,1,0,0,,,RESTAURANTE LAHDO¿S BOCADELI,HOSTELERIA Y RESTAURACION,5245,19,4,179.28,38.34386,-0.48265
2061,2019,01/05/2019,31/08/2019,26.13,8,26,N,3,2,0,0,,"0,70",CAFETERIA LUJURIA,CAFETERIAS,4653,16,4,260.25,38.36273,-0.46717
2061,2019,01/09/2019,31/12/2019,26.13,8,26,N,3,2,0,0,,"0,70",CAFETERIA LUJURIA,CAFETERIAS,4653,16,4,260.25,38.36273,-0.46717
2062,2019,26/07/2019,31/12/2019,18.00,6,18,N,2,0,0,1,,,RESTAURANTE FLOR DE LA AMAZONIA,RESTAURANTES,2323,1,4,268.92,38.36268,-0.47718
2064,2019,26/07/2019,31/12/2019,28.00,9,28,N,0,0,0,0,,,CAFETERIA BAR MIL SABORES,"BARES, CAFETERIAS, DISCOTECAS",4375,20,4,418.32,38.35622,-0.47822
2065,2019,01/07/2019,31/12/2019,38.00,9,36,N,4,0,0,0,,,RESTAURANTE THE GOOD BURGER (TGB),RESTAURANTES,3740,7,1,948.48,38.34548,-0.49091
2066,2019,09/05/2019,31/12/2019,13.80,4,16,N,2,0,0,0,,,CAFETERIA KIVA CAFÉ,CAFETERIAS,4766,5,4,274.90,38.34776,-0.50026
2068,2019,21/05/2019,31/08/2019,14.02,4,16,N,2,0,0,0,,,BAR VIREX,"BARES, CAFETERIAS, DISCOTECAS",1279,6,4,139.64,38.36819,-0.47124
2069,2019,01/08/2019,31/12/2019,13.32,8,16,N,0,0,0,0,,,RESTAURANTE SALA ALMONTE,HOSTELERIA Y RESTAURACION,5255,14,3,193.14,,
2071,2019,25/07/2019,31/12/2019,15.80,4,16,N,2,0,0,0,,,BAR CAFETEA,BARES,4580,5,4,236.05,38.35954,-0.48307
2072,2019,01/04/2019,30/07/2019,7.18,2,8,N,0,0,0,0,,,RESTAURANTE PIZZERIA PIZZA PIZZA,HOSTELERIA Y RESTAURACION,5435,55,2,95.06,38.35064,-0.48493
2072,2019,01/08/2019,31/12/2019,7.18,2,8,N,0,0,0,0,,,RESTAURANTE PIZZERIA PIZZA PIZZA,HOSTELERIA Y RESTAURACION,5435,55,2,118.83,38.35064,-0.48493
2073,2019,01/07/2019,31/12/2019,15.58,6,20,N,1,1,0,0,,,BAR LA GUAPA VERMUTERIA,"BARES, CAFETERIAS, DISCOTECAS",5290,7,4,232.77,,
2074,2019,01/07/2019,31/12/2019,24.00,6,24,N,6,0,0,0,,,HELADERIA CAFETERIA D`LILY,"BARES, CAFETERIAS, DISCOTECAS",3415,9,4,358.56,38.35125,-0.49623
2077,2019,25/07/2019,31/12/2019,32.00,8,32,N,2,0,0,0,,,PUB THE PLACE,PUB,2256,4,4,478.08,38.36414,-0.43383
2078,2019,01/05/2019,31/08/2019,40.81,10,40,N,0,0,0,0,,,CAFETERIA BEBE-TE OTRA,"BARES, CAFETERIAS, DISCOTECAS",5220,30,4,406.47,38.35810,-0.47764
2078,2019,01/09/2019,31/12/2019,40.81,10,40,N,0,0,0,0,,,CAFETERIA BEBE-TE OTRA,"BARES, CAFETERIAS, DISCOTECAS",5220,30,4,406.47,38.35810,-0.47764
2080,2019,01/07/2019,31/12/2019,34.60,17,34,N,3,3,2,4,,,EL TRASTERO CERVECERIA,BARES,5245,29,4,516.92,38.34332,-0.48412
2084,2019,06/08/2019,31/12/2019,9.75,4,10,N,1,0,0,0,,"0,60 x 0,60 m.",CAFETERIA CREPERIA TUMIDAI,"BARES, CAFETERIAS, DISCOTECAS",5435,27,2,161.36,38.34948,-0.48497
